Planet Name,Temp,BH
Kepler-29 c,640.9125797956983,0.6352853773078544
Kepler-305 c,728.4942179212592,0.8869411290794609
Kepler-305 d,574.5888941913845,0.5153383316212427
Kepler-307 b,698.1311867235428,0.7491867153055244
Kepler-307 c,647.0207600274839,0.6516052822729719
Kepler-36 c,946.2317423639225,0.9406029733107367
Kepler-454 b,839.0134469985376,1.0183040666938323
Kepler-48 b,930.5708465490327,1.0488521476326274
Kepler-48 d,447.7218758492151,0.45399333638351935
Kepler-49 b,583.2154383713925,0.45843467121648546
Kepler-49 c,507.79520306792375,0.4422219893287964
Kepler-57 c,671.623018395416,0.6545216296649063
Kepler-60 d,914.1796773677027,1.0423883557189977
Kepler-79 c,718.553781094241,0.865696385684133
Kepler-79 e,500.13405791641117,0.5819030106166925
Kepler-80 b,647.72574901053,0.6222142494281888
Kepler-80 c,585.8899845054118,0.5117736042864675
Kepler-80 d,854.8840117569546,1.0276998829302584
Kepler-80 e,744.1113325853721,0.8771382752036565
Kepler-81 c,514.2074467484541,0.48503373048670984
Kepler-83 b,520.6348493562614,0.5747473710407173
Kepler-83 c,409.4289060348501,0.6787251486043022
Kepler-85 b,808.8802729169331,1.105381981345267
Kepler-85 c,705.5736340537519,0.8866596176549496
Kepler-92 c,775.0651213345892,0.9848199026299931
Kepler-96 b,713.7773688461555,0.8034034196275599
L 168-9 b,913.1710345691097,1.045815590511939
L 98-59 d,380.6579289272226,0.6724861689591441
LHS 1140 b,206.29545979302452,0.9937947006460649
LTT 3780 c,331.84288879236016,0.7287652830607801
Ross 176 b,624.1571621828871,0.518093504189901
TOI-1064 c,579.3909550668909,0.6223786971533799
TOI-1136 c,968.0736471778304,0.9963550963307108
TOI-1136 e,669.2023216780261,0.688336902290808
TOI-1136 f,600.2702678051772,0.5734309746733085
TOI-1136 g,523.2433477775272,0.47699622597088803
TOI-1184 b,701.8031964389407,0.7570743512484253
TOI-1201 b,645.0281088097277,0.6072184247047401
TOI-1203 d,680.1264115355455,0.7355223285526101
TOI-1244 b,699.1431819950341,0.7648789535037073
TOI-125 b,948.8580954147799,1.0032364989232572
TOI-125 c,757.3651565115961,0.946272727702251
TOI-1260 b,797.7959315744145,1.0007411922349134
TOI-1266 b,378.38611098088614,0.6636713576775093
TOI-1266 c,315.5018915614036,0.817235223936223
TOI-1422 b,794.9064396922664,0.9623107284558512
TOI-1437 b,766.0670837780044,0.9331962094007165
TOI-1438 b,888.288448402286,0.9933524741025304
TOI-1452 b,298.2763576302287,0.8211725331370013
TOI-1468 c,309.3002161642257,0.8253948681419481
TOI-1470 b,663.6342468665418,0.6194204737424217
TOI-1470 c,344.1107871733754,0.7118658042942325
TOI-1634 b,826.4749531597515,1.0169734484695803
TOI-1648 b,730.8234562128679,0.8665860157725433
TOI-1695 b,637.6826905626073,0.5184537507626412
TOI-1742 b,695.0701310144931,0.695222268144838
TOI-1758 b,545.6554296510881,0.5458929426043643
TOI-178 c,805.2255259396612,1.0218432547934029
TOI-178 d,636.586673019081,0.6279155374053079
TOI-178 e,553.5253493881711,0.5251677837889867
TOI-178 f,480.5190634891546,0.48247946873646985
TOI-178 g,433.7737863703845,0.5989867056758014
TOI-1794 b,995.0559694080519,0.9761405762798069
TOI-1798.01,734.752868454081,0.8737028551109446
TOI-1799 b,911.8033990403044,1.046766442467
TOI-1801 b,460.1460567286586,0.47358373020234285
TOI-2015 b,485.8510214454358,0.5104073082193352
TOI-2136 b,360.0115558965495,0.6519862428259311
TOI-2345 c,497.8506103143316,0.4514349792952903
TOI-244 b,418.00421788854214,0.5303328159391385
TOI-2443 b,473.0489169237217,0.5083282942332725
TOI-260 b,450.52638947074905,0.45136735004270345
TOI-269 b,526.4313090784765,0.455738925596707
TOI-270 c,448.0788038258526,0.5060652309244851
TOI-270 d,355.0128252545304,0.6813583497362157
TOI-283 b,604.4391651981927,0.5082194536418855
TOI-286 c,434.85184695970503,0.5177369730275548
TOI-406.01,336.80728471419775,0.7010184689375925
TOI-421 b,922.6772025132932,1.0079301575745565
TOI-431 d,584.2454707109282,0.515182185879612
TOI-4438 b,398.37200521627,0.6055321547522085
TOI-521 b,726.3156808218597,0.8324974127689744
TOI-544 b,967.5927919273252,1.0762498110712504
TOI-561 c,725.5623780453545,0.8798661420425885
TOI-654.01,730.3988615310762,0.8421563990363686
TOI-663 b,676.3908982915506,0.715001194253748
TOI-663 c,555.7353776363408,0.515893797331847
TOI-733 b,965.3171258542083,1.0314503933519426
TOI-756 b,854.3628619508708,1.0008175812429732
TOI-763 b,929.4479280973951,1.0122194739229853
TOI-763 c,716.0199303645483,0.7937241080777333
TOI-776 b,475.5227667729319,0.420637188011844
TOI-776 c,384.07042548343503,0.5706647956861155
