Planet Name,Temp,BH
TOI-1470 b,663.6342468665418,0.30874168731110163
TOI-1470 c,344.1107871733754,0.3610540776497348
TOI-1634 b,826.4749531597515,0.4977408488365918
TOI-1648 b,730.8234562128679,0.4127269334116352
TOI-1695 b,637.6826905626073,0.262314414278112
TOI-1742 b,695.0701310144931,0.34594229921800873
TOI-1758 b,545.6554296510881,0.2507213486189938
TOI-178 c,805.2255259396612,0.4873395953838261
TOI-178 d,636.586673019081,0.29278756534872896
TOI-178 e,553.5253493881711,0.24907815507726705
TOI-178 f,480.5190634891546,0.24068914324660914
TOI-178 g,433.7737863703845,0.28346983818991056
TOI-1794 b,995.0559694080519,0.398873649814814
TOI-1798.01,734.752868454081,0.4130708007010836
TOI-1799 b,911.8033990403044,0.4824835226027
TOI-1801 b,460.1460567286586,0.24062460925654908
TOI-2015 b,485.8510214454358,0.2519208710834254
TOI-2136 b,360.0115558965495,0.3317670664924609
TOI-2345 c,497.8506103143316,0.2283130659578794
TOI-244 b,418.00421788854214,0.2688766013911452
TOI-2443 b,473.0489169237217,0.25160268771150446
TOI-260 b,450.52638947074905,0.23021483549057162
TOI-269 b,526.4313090784765,0.229071248532569
TOI-270 c,448.0788038258526,0.2554962116263721
TOI-270 d,355.0128252545304,0.3437534322883806
TOI-283 b,604.4391651981927,0.2536328633190701
TOI-286 c,434.85184695970503,0.2606370378389158
TOI-406.01,336.80728471419775,0.3583757450708409
TOI-421 b,922.6772025132932,0.4377205649883724
TOI-431 d,584.2454707109282,0.2522542747031786
TOI-4438 b,398.37200521627,0.3030164724445295
TOI-521 b,726.3156808218597,0.4031684976813163
TOI-544 b,967.5927919273252,0.4312009121380737
TOI-561 c,725.5623780453545,0.3942741101894388
TOI-654.01,730.3988615310762,0.4114330852812836
TOI-663 b,676.3908982915506,0.3364054865146121
TOI-663 c,555.7353776363408,0.24721206367866538
TOI-733 b,965.3171258542083,0.4672579655474864
TOI-756 b,854.3628619508708,0.4608977135907563
TOI-763 b,929.4479280973951,0.4740291280490971
TOI-763 c,716.0199303645483,0.3856015134696316
TOI-776 b,475.5227667729319,0.2150319127171017
TOI-776 c,384.07042548343503,0.29281523940865467
TOI-815 b,627.1179431244443,0.2892682756314274
TOI-836 b,797.0119179706945,0.48755476649867396
TOI-836 c,597.8474887989981,0.24806766028752936
TOI-912 b,503.6565640230983,0.21937796913087562
TOI-969 b,986.9386258890199,0.4410013088288475
Wolf 503 b,722.8122242110129,0.3918968129410416
