Planet Name,Tsm,Temp,A/H,Feature Height (ppm),scale height (m)
TOI-270 d,89.34866979763221,355.0128252545304,12.365983209283284,263.04294638209313,58271.72740889725
TOI-283 b,32.71561695502319,604.4391651981927,10.84992057358942,80.77771993753264,87218.72073432198
TOI-286 c,34.28098299367,434.85184695970503,12.103463796201407,70.1896147839668,71206.10436945339
TOI-406.01,39.79320719342007,336.80728471419775,12.113156791449354,150.9997397188957,38224.86192935065
TOI-421 b,83.12306128607035,922.6772025132932,10.003738917173694,153.53019260801648,165419.2281625722
TOI-431 d,174.14983577432912,584.2454707109282,10.740657546141218,191.87766788131148,110091.83344331184
TOI-4438 b,123.7033154366538,398.37200521627,12.053763788080408,467.10437272254063,80741.95899870104
TOI-521 b,49.48248197251708,726.3156808218597,10.499712080907111,286.24557522123945,92594.05000064419
TOI-544 b,170.82550732172933,967.5927919273252,12.66363031323122,407.7752472670486,234985.06161002885
TOI-561 c,86.8457882742011,725.5623780453545,10.887343888837803,200.23555439875065,173090.1935831496
TOI-654.01,54.55205526322227,730.3988615310762,9.97905148009295,276.44599167100546,81727.60683567902
TOI-663 b,69.52579102799442,676.3908982915506,11.249334043151043,346.5633784487242,134987.20567012127
TOI-663 c,68.72759085677815,555.7353776363408,12.067040560493641,367.4868558042686,134027.898215721
TOI-733 b,42.36235593253414,965.3171258542083,9.763216654464474,65.68753253513805,115413.28417401793
TOI-756 b,57.31060817403598,854.3628619508708,9.519521217769688,326.97956793336766,118278.17986055222
TOI-763 b,29.814846096066542,929.4479280973951,9.11834543107926,57.92399791775134,85058.00938447248
TOI-763 c,37.03071547412254,716.0199303645483,10.030553797120191,79.14016137428416,91584.89345392554
TOI-776 b,46.81297750091966,475.5227667729319,11.554108819864718,96.96447162935932,52988.769435068054
TOI-776 c,40.43069400955007,384.07042548343503,11.77164346821699,85.32144716293556,40197.64495572844
TOI-815 b,89.04430432662976,627.1179431244443,10.787202073723323,173.29476834981784,122923.08307393054
TOI-836 b,75.59666546303917,797.0119179706945,10.340398452114467,92.45913586673608,88045.86069854649
TOI-836 c,93.63446146291491,597.8474887989981,10.542043652067736,116.75364393545014,71831.54086427823
TOI-912 b,77.51375010010662,503.6565640230983,11.453992885695916,210.3999219156684,63398.95348793747
TOI-969 b,78.50532036917069,986.9386258890199,9.294111639197101,214.96980739198332,142903.27244764974
Wolf 503 b,56.544238119548275,722.8122242110129,10.287911383268204,96.92269651223336,83059.82995365321
