#wave spectrum spectrum_w_rand error_w_floor
0.8309000134468079 0.013418669153785437 0.014232342179189247 0.0006265871063504887
0.8317999839782715 0.01341360637843986 0.013809677828108536 0.0005519689947329976
0.8327999711036682 0.013407980960731992 0.013233758091438666 0.0005425473462860477
0.8338000178337097 0.01340235520771877 0.013696531484202775 0.0005373032955607084
0.8348000049591064 0.013396729790010789 0.013356000945463582 0.0005344555693597468
0.8356999754905701 0.01339166701466527 0.014175424430219751 0.0005327806053068392
0.8367000222206116 0.013386041261651986 0.013848231541674801 0.0005323183783374951
0.8377000093460083 0.01338041584394413 0.014154961375264674 0.0005323982183888061
0.8385999798774719 0.013375353068598599 0.013658186438257643 0.0005324621479923628
0.8396000266075134 0.013369727315585398 0.013381739749655615 0.0005328717693177049
0.8406000137329102 0.013364101897877385 0.013799119870374115 0.0005334233718471293
0.8414999842643738 0.013359039122531844 0.011989834317564316 0.0005339980833480766
0.8424999713897705 0.013353413704824027 0.013328570497868219 0.0005346535696640358
0.843500018119812 0.013347787951810833 0.012800790030352647 0.0005354220949298247
0.8445000052452087 0.013342162534102833 0.013832076698540027 0.0005360030027479521
0.8453999757766724 0.013337099758757324 0.01239372182803779 0.0005367530948651581
0.8464000225067139 0.013331474005744111 0.012761809995429993 0.0005375313505573834
0.8474000096321106 0.013325848588036263 0.013506025662700828 0.0005383402097949246
0.8482999801635742 0.013320785812690727 0.013792676285612357 0.0005391191394999474
0.8493000268936157 0.01331516005967732 0.013372970016354055 0.0005398514786365367
0.8503000140190125 0.013309534641969444 0.013432812856834208 0.0005402569260247843
0.8511999845504761 0.013304471866623948 0.012715607023191203 0.0005406672823677986
0.8521999716758728 0.013298846448916116 0.012631887562970914 0.0005400919790427702
0.8532000184059143 0.013296762599935487 0.013239615490878246 0.0005365246877758815
0.854200005531311 0.013297736282226932 0.012789241131559615 0.0005303974922987235
0.8550999760627747 0.01329861257887816 0.012990941922571981 0.0005238445416050591
0.8561000227928162 0.013299586319206398 0.012908191432389958 0.000516906791220097
0.8571000099182129 0.013300560001497647 0.013167113495499401 0.0005102912389017506
0.8579999804496765 0.013301436298148988 0.013263326500249898 0.0005040582892900573
0.859000027179718 0.01330241003847723 0.012532962684343793 0.0004977958943282746
0.8600000143051147 0.013303383720768462 0.013094644379521115 0.0004916595586763793
0.8610000014305115 0.013304357403060095 0.013526512494475102 0.000485825875595529
0.8618999719619751 0.013305233699711318 0.013404776119252382 0.000480171954937166
0.8629000186920166 0.013306207440039538 0.013417145672071584 0.0004746716906796412
0.8639000058174133 0.013307181122330956 0.012914924800709862 0.0004693515309663501
0.864799976348877 0.01330805741898214 0.013439574156193198 0.0004643652113098564
