# File_Name, Equilibrium_Temperature, Uncertainty_on_Equilibrium_Temperature, A_H, A_H_error, Number_of_transits
Kepler-36 c,946.2317423639224,15.58380940573028,6.197958816057368,25.286777195895468,None
Kepler-454 b,839.0134469985376,9.911125693554713,57.66296624706532,42.09604116661927,None
Kepler-48 b,930.5708465490328,29.35909677266798,2.56637969887325,65.53384691430155,None
Kepler-48 d,447.7218758492151,14.125210106211377,161.88953967561676,148.6264613458377,None
Kepler-49 b,583.2154383713925,18.079286739701477,34.21459971429658,79.44165979607668,None
Kepler-49 c,507.79520306792375,15.752586357015314,52.325501652124,96.83496958783385,None
Kepler-57 c,671.623018395416,14.45395030426373,4.076395084810572,192.8274063177975,None
Kepler-60 d,914.1796773677028,40.99479179170961,-60.88090275415556,157.51130387731772,None
Kepler-79 c,718.553781094241,14.560034808448885,-0.689552832075522,41.22978312816491,None
Kepler-79 e,500.1340579164112,10.100392938267449,15.388620630194762,75.14437111167574,None
Kepler-80 b,647.72574901053,18.56032832235148,-15.455310711467526,41.51239376773236,None
Kepler-80 c,585.8899845054118,16.788448644830826,57.33928568051575,43.497117657621374,None
Kepler-80 d,854.8840117569546,24.45066181033892,-349.2994257701656,255.0342797659605,None
Kepler-80 e,744.1113325853721,21.355789477411893,48.591959421509046,143.3304187341751,None
Kepler-81 c,514.2074467484541,17.730535906312358,-17.064697500664305,35.675136342164315,None
Kepler-83 b,520.6348493562614,17.048541930389906,1.9968490557759817,18.452358605948557,None
Kepler-83 c,409.4289060348501,13.404682038300049,30.338515726958533,27.486527455039607,None
Kepler-85 b,808.8802729169331,16.495088474042507,62.22379768649299,82.82322164950286,None
Kepler-85 c,705.5736340537519,14.387732322236722,-39.7870585233307,70.70858189044493,None
Kepler-92 c,775.0651213345892,14.459005603513832,-14.544192806078739,64.34794363138846,None
Kepler-96 b,713.7773688461555,32.88909742400285,9.172253670843379,19.001449151606757,None
KOI-142 b,737.4882436372785,10.875063635758908,-26.519588516283623,22.97620105661791,None
L 168-9 b,913.1710345691096,31.837357755946137,8.422066487511461,10.229903388871156,None
L 98-59 d,380.6579289272226,9.834606820421872,25.855950461717743,3.45077093484457,None
LHS 1140 b,206.2954597930245,3.964814102954924,12.260287794254307,6.883651008913191,None
LTT 3780 c,331.84288879236016,11.210527637806443,19.607633835369743,7.602289372017843,None
Ross 176 b,624.1571621828871,16.98956531144949,15.809905451751447,13.073363776974908,None
TOI-1064 c,579.3909550668909,9.591301297596027,17.275652042335746,13.637960219329617,None
TOI-1136 c,968.0736471778304,20.186859438498992,16.115963918628303,6.276265579045067,None
TOI-1136 e,669.2023216780261,14.537056255629471,18.653128625211725,9.227185200135931,None
TOI-1136 f,600.2702678051772,12.788660633447408,9.059879373538404,6.112596816507662,None
TOI-1136 g,523.2433477775272,11.268237230100471,-0.13249745392185724,9.896141056484845,None
TOI-1184 b,701.8031964389407,38.995930105828606,-7.137276195514494,10.805525089660284,None
TOI-1201 b,645.0281088097277,19.35435610682537,13.694228783615074,6.270034490149863,None
TOI-1203 d,680.1264115355455,10.352471217551152,6.54805942856215,7.071295764914045,None
TOI-1244 b,699.1431819950341,34.5161081934573,14.800043038462395,17.324975531658996,None
TOI-125 b,948.85809541478,11.909987862595186,22.09409956328508,12.047815157971588,None
TOI-125 c,757.3651565115961,9.567162101498589,0.262148696489969,9.94631978957384,None
TOI-1260 b,797.7959315744145,20.86990491134148,26.745408943050474,13.660142913506277,None
TOI-1266 b,378.3861109808861,9.335681317292565,13.091804003290004,4.80063514498524,None
TOI-1266 c,315.5018915614036,7.840039452668463,1.507797509197246,7.765282163143322,None
TOI-1422 b,794.9064396922664,14.937299358257246,1.838589503847855,6.618165639496977,None
TOI-1437 b,766.0670837780044,62.58941965068489,26.75160441016943,28.750777144659793,None
TOI-1438 b,888.288448402286,18.26944741436267,15.2693948090175,19.649660049655203,None
TOI-1452 b,298.2763576302287,9.977290192631646,26.683521200884627,15.047499910145948,None
TOI-1468 c,309.3002161642257,5.94341003273972,22.65981265640602,8.576377206705112,None
TOI-1470 b,663.6342468665418,5.483351370582019,11.545786545778371,12.463672855697025,None
TOI-1470 c,344.1107871733754,2.2107537600817704,31.841538176972243,16.660527310308286,None
TOI-1634 b,826.4749531597515,22.528904600862443,6.474695004024022,13.768712582840427,None
TOI-1648 b,730.8234562128679,14.616692681266455,8.44265884086266,13.563973013040787,None
TOI-1695 b,637.6826905626073,12.930529007500052,4.9755756373299125,21.081751402350694,None
TOI-1742 b,695.0701310144931,12.52020364522045,0.1796815833740221,16.618959395200065,None
TOI-1758 b,545.6554296510881,23.83363858332177,21.014533311859875,20.209634776161693,None
TOI-178 c,805.2255259396612,18.730054032257463,-1.3946004707697788,15.710397670592783,None
TOI-178 d,636.586673019081,14.945760816752662,29.477231492789524,6.25322330107995,None
TOI-178 e,553.5253493881711,12.925550224020771,17.34257622113625,6.923889748211979,None
TOI-178 f,480.5190634891546,11.19356929830822,16.631301543522707,11.240834068626981,None
TOI-178 g,433.7737863703845,10.154787448740388,24.036220751212152,6.105782486446998,None
TOI-1794 b,995.055969408052,20.07997949529483,6.6731750201013424,11.58731291292599,None
TOI-1798.01,734.752868454081,28.345348090802094,4.18710413177042,13.454601308194043,None
TOI-1799 b,911.8033990403044,35.409896800441935,42.830861926847504,29.01042288615321,None
TOI-1801 b,460.1460567286586,13.97985298049261,17.734756530817048,9.813123013067502,None
TOI-2015 b,485.8510214454358,4.28848974299215,14.072026688326545,4.568569238398635,None
TOI-2136 b,360.0115558965495,24.231942168684803,-0.8883120630818697,8.334865401410156,None
TOI-2345 c,497.8506103143316,7.550306075327822,9.702228193578232,13.520190924278303,None
TOI-244 b,418.0042178885421,17.95329177484502,19.014552533903384,9.387632349000718,None
TOI-2443 b,473.0489169237217,10.42344632392082,17.39351510015357,6.003593626139347,None
TOI-260 b,450.52638947074905,6.637479230003845,26.414071694116828,16.654148462439277,None
TOI-269 b,526.4313090784765,17.433350278302346,0.16655158630763056,9.817192681677952,None
TOI-270 c,448.0788038258526,10.229195450758844,15.829413556349166,4.525025187762326,None
TOI-270 d,355.0128252545304,8.1068818515895,15.0387391113892,5.44068099674945,None
TOI-283 b,604.4391651981927,16.620669322208396,32.24720909264132,22.441896212654676,None
TOI-286 c,434.851846959705,10.95940928603983,23.9041785286423,19.508617069244377,None
TOI-406.01,336.8072847141977,13.892320028307992,21.53554411477475,12.618646886821859,None
TOI-421 b,922.6772025132932,14.287194685748435,3.492227341173119,11.102486604667323,None
TOI-431 d,584.2454707109282,13.944933480286126,15.783504833757894,4.6880902930777095,None
TOI-4438 b,398.37200521627,19.29467562934845,17.066897050178287,5.756950205238804,None
TOI-521 b,726.3156808218597,32.165150010429485,24.1086801097963,13.808922756546812,None
TOI-544 b,967.5927919273252,19.21664400692021,8.043405716421988,4.628719304419192,None
TOI-561 c,725.5623780453545,9.465545095374008,14.277500517812546,5.9497202031281775,None
TOI-654.01,730.3988615310762,14.15715322399491,7.965319186383987,10.894340942140712,None
TOI-663 b,676.3908982915506,20.55836676524316,14.459729423134727,8.061629906894707,None
TOI-663 c,555.7353776363408,16.776763243558232,17.479377959005166,8.460871442225896,None
TOI-733 b,965.3171258542084,31.482903629897915,24.81822930875285,20.044413841553965,None
TOI-756 b,854.3628619508708,21.597961063660392,-1.6646994104737824,11.091701628253723,None
TOI-763 b,929.4479280973952,13.1019819606498,17.251804258080128,18.67307813410214,None
TOI-763 c,716.0199303645483,10.079639174736927,-3.14601707036066,13.269089648767222,None
TOI-776 b,475.5227667729319,11.962336237959873,9.893184175780855,11.397257204979303,None
TOI-776 c,384.07042548343503,9.662281284136183,17.1130106469275,13.13178866340786,None
TOI-815 b,627.1179431244443,12.371550522546912,17.557375204368242,6.73443312566002,None
TOI-836 b,797.0119179706945,28.984348867567963,10.91235686203802,11.208909066662326,None
TOI-836 c,597.8474887989981,21.67859454285577,10.347719962878857,8.096080433871649,None
TOI-912 b,503.6565640230983,22.797853184373555,11.468777277521571,7.416210532370381,None
TOI-969 b,986.93862588902,21.183860583574,24.624603544389277,9.124392637845109,None
Wolf 503 b,722.8122242110129,14.57156816183017,43.077396543710606,15.6387549076677,None
