Wavelength_um,Transit_Depth_ppm,Error_ppm
2.8705440656200856,1011.5839522652176,302.29390348104124
2.871219918514831,1339.071314206892,300.7765774737033
2.871895763808353,1371.4505673724561,300.2663521100685
2.8725715630920616,501.3689143418763,299.7587481012749
2.87324736237577,722.4293208961312,299.2537008694697
2.8739231616594787,1122.1446336774065,298.7511971934742
2.874598972880794,853.1296580257809,298.25120647081474
2.87527481269201,1386.1552909323477,297.75369155688145
2.875950652503226,596.0360436770587,297.2586538740879
2.876626492314442,1348.5525926408047,296.76608209228783
2.8773023092070065,1293.6610325414329,296.27595729105957
2.8779780977695286,1318.546757738983,295.7882778949839
2.8786538863320503,1321.6082814788476,295.3029853478573
2.879329674894572,1564.0567588410836,294.82008212136463
2.880005450594114,1146.0202695042335,294.33954019048457
2.880681217715283,1342.709648795255,293.86134929861987
2.881356984836452,998.3580017857612,293.38547678729276
2.8820327519576208,1142.0230781216342,292.91199550275866
2.882708502945143,1332.274713198034,292.45492657992287
2.8833842486263195,751.9485871392237,292.00510106022176
2.884059994307496,1398.41471218455,291.557385838258
2.884735739988672,1070.2546249521617,291.1117170339107
2.885411437168953,1123.2268798787086,290.66812865884225
2.8860871292561,1127.124448385233,290.2265596233184
2.886762821343247,620.0837865209189,289.78700234145134
2.887438515745513,973.6467067107873,289.34942767402873
2.8881142483571396,1286.2718244149428,288.9138132050076
2.8887899809687663,1159.6142602403384,288.48015925495247
2.8894657135803925,1189.9473213760707,288.04845546051644
2.8901414354738035,1435.531181526125,287.61869654972753
2.8908171168431647,1254.8580151743167,287.1908744559516
2.891492798212526,1066.0333885413354,286.7649687730731
2.892168479581887,823.3737211118724,286.34094230258853
2.89284415320765,992.543107998191,285.9188029389492
2.8935198131424595,1318.8647118218494,285.49853147781215
2.894195473077269,1391.1810324941625,285.0801108098922
2.8948711330120784,1565.7937695300698,284.6635302191791
2.8955467819464173,1350.3307745305513,284.24877000960976
2.8962224204480354,1557.872373282705,283.8358352108845
2.896898058949653,1362.2512534423086,283.424690619224
2.897573697451271,1354.218500647203,283.01532616684466
2.8982493003188003,1068.0193824130463,282.6077593223192
2.8989248852433875,1364.4670317437278,282.2019594603388
2.899600470167975,890.1932723931502,281.7988474291219
2.9002760550925624,1082.284719646739,281.53999233256036
2.900951673109009,965.8796038729974,281.4867227226121
2.901627298555048,564.0117298711637,281.43485336416745
2.9023029240010874,1210.0750678837828,281.3830156360477
2.9029785494471265,1124.0592048714373,281.33119738143586
2.9036541252928463,1478.01059453636,281.2793413222387
2.904329699503047,1017.8576071110457,281.21529971959956
2.905005273713248,689.2000139112579,281.03145039709824
2.905680845361378,1107.0424043048508,280.84716033405095
2.906356398143825,702.9316148370781,280.66324079246675
2.9070319509262723,814.6538868200746,280.47968219864356
2.90770750370872,1131.0445208657059,280.296480640985
2.9083830506860058,1296.3583337954515,280.1136386549208
2.909058582042059,889.4161357991456,279.93115292691004
2.909734113398112,685.6717158553233,279.74902470542446
2.910409644754165,608.3062734789521,279.56724800011403
2.9110851670649933,1367.373914131601,279.3858281190814
2.9117606769960114,1588.9809278933978,279.20476777276855
2.9124361869270294,1050.5166869015538,279.024055423743
2.9131116968580475,782.3255235402245,278.8436874492034
2.91378718222532,642.2272590143087,278.66367742651687
2.9144626493103445,981.9420019395932,278.48402370534166
2.915138116395369,1264.3089115635105,278.30470840246556
2.9158135834803938,985.4128450863325,278.1257454769709
2.916489079907918,1001.4415771937189,277.94710940268214
2.917164587511064,1013.2443950726267,277.7688213526241
2.91784009511421,1530.1714001004696,277.5908742282108
2.9185156027173558,1221.1553865191115,277.413261163069
2.9191910654984543,874.2889539172741,277.2360059175713
2.91986652187283,461.63300253095554,277.05909121965146
2.9205419782472055,1246.5242345454817,276.88250449627975
2.9212174340698627,1131.5239928182298,276.7062626365422
2.921892869023959,780.7911821011814,276.5303586980577
2.9225683039780557,931.771941669554,276.354788117166
2.9232437389321517,1106.2755177930972,276.17955098709444
2.9239191701068235,942.9922714590148,276.00464541097057
2.924594583641999,1100.1893325364804,275.8300799550106
2.9252699971771747,1120.721944506851,275.6558354279631
2.9259454107123504,806.4893243646846,275.4820896043924
2.9266208067380903,1404.262083518017,275.33294629409943
2.927296166731907,1288.8516646431883,275.21638188246874
2.927971526725724,999.8756393630275,275.1001801473816
2.9286468867195405,1478.5395661516714,274.984126831102
2.9293222660510057,1010.0340240711898,274.8682194486251
2.9299976665599154,1491.091598519117,274.75244889787035
2.9306730670688252,937.6521292011014,274.6368341078448
2.931348467577735,747.6032093939795,274.5213562337306
2.932023835947624,1017.0559474027804,274.4060356850785
2.932699185234188,1560.0635816386803,274.2908634125426
2.9333745345207514,1185.7918789822727,274.1758345167118
2.934049883807315,1440.2121022201252,274.0609526507903
2.9347252164417026,1547.55975539233,273.94622250979444
2.9354005443147786,1073.6898144920526,273.83163040328606
2.936075872187854,1518.6700836621335,273.7171842319127
2.93675120006093,1114.727566842143,273.6028866016266
2.9374265080692368,1383.9386974361396,273.4887288626399
2.9381018145301825,745.4737620470094,273.3747203844122
2.938777120991128,1431.924309560364,273.2608552962501
2.93945242329335,1484.7214081722066,273.1471279295823
2.9401276762299107,1179.6828101165038,273.0335591200987
2.9408029291664715,1594.865673508641,272.9201250992897
2.9414781821030322,1486.4808059112354,272.8068335255025
2.942153444250252,1118.809800155743,272.6936812209048
2.942828737698878,975.763113736003,272.5806702634289
2.9435040311475036,1394.1388211394692,272.46779974366035
2.944179324596129,1137.1612564411976,272.35507024793014
2.944854598741878,1280.2623743640088,272.24248112476937
