# Planet_Name,Equilibrium_Temperature,Uncertainty_on_Equilibrium_Temperature,Feature_Depth,Feature_Depth_Error,B_H,B_H_Error,Number_of_Transits
GJ 1214 b,518.4051724509364,7.993180029666558,0.0003891250429091924,4.135976409772302e-05,0.9725326900734085,0.11717336974893434,1.0
GJ 3090 b,633.2974086440051,16.097027491855087,8.770198310560336e-05,2.1369283269362426e-05,0.8792120204265508,0.30918550852698634,1.0
HD 191939 c,546.381818815485,14.324135141391542,2.608887125604936e-05,1.142789679336271e-05,0.6889430654691786,0.3177774571977929,1.0
HD 42813 b,693.1593415499656,11.264937871977386,6.369984769026798e-05,1.1370127975970336e-05,1.4502848317428412,0.2938897704090308,1.0
K2-138 f,679.0198320832703,10.564120905919202,0.0004463727619496414,3.3446082673390646e-05,1.6667881573369514,1.7038619012076177,1.0
TOI-1064 c,579.3909550668909,9.591301297596027,0.0002089059590473976,1.9031809971687965e-05,1.5319537038408046,1.1745506154613863,1.0
TOI-1136 e,669.2023216780261,14.537056255629471,4.659370454722692e-05,1.184606118601922e-05,1.54125836577232,0.4998068253386109,1.0
TOI-1203 d,680.1264115355455,10.352471217551152,4.1782384494938466e-05,8.778350048339097e-06,1.8267403757450555,0.420448085448238,1.0
TOI-1758 b,545.6554296510881,23.83363858332177,9.891552147756055e-05,1.702056672189958e-05,1.1046123682288778,1.0492400823022239,1.0
TOI-178 e,553.5253493881711,12.925550224020771,9.2730341163324e-05,2.039006757354218e-05,1.3780331613785899,0.33230868544769787,1.0
TOI-431 d,584.2454707109282,13.944933480286126,4.774676766875841e-05,1.0964667925934293e-05,0.8330795133438303,0.24135423519155813,1.0
TOI-663 b,676.3908982915506,20.55836676524316,0.00013860293935962702,3.907735258476054e-05,1.4661134451250883,0.49417299568025413,1.0
TOI-663 c,555.7353776363408,16.776763243558232,0.00012472512839900628,3.435114290782295e-05,1.2336153736666167,0.49438908849499785,1.0
TOI-836 c,597.8474887989981,21.67859454285577,5.698039943163825e-05,1.4291311596947654e-05,1.6602095463131206,0.6305775756374192,1.0
