# Planet_Name,Equilibrium_Temperature,Uncertainty_on_Equilibrium_Temperature,Feature_Depth,Feature_Depth_Error,B_H,B_H_Error,Number_of_Transits
GJ 1214 b,518.4051724509364,7.993180029666558,0.0003177273581098372,4.135976409772302e-05,0.6037255783185967,0.08572883942683075,1.0
GJ 3090 b,633.2974086440051,16.097027491855087,0.00011354462365012756,2.1369283269362426e-05,0.8282557676701456,0.2615464273882896,1.0
HD 191939 c,546.381818815485,14.324135141391542,4.92652873005958e-05,1.142789679336271e-05,0.9735632250248051,0.2660638365580177,1.0
HD 42813 b,693.1593415499656,11.264937871977386,7.647407745471429e-05,1.1370127975970336e-05,1.25200390373199,0.2215342970479554,1.0
L 98-59 d,380.6579289272226,9.834606820421872,0.0002082338135639449,2.3740510511869848e-05,1.027786275404593,0.14610188239537694,1.0
LHS 1140 b,206.2954597930245,3.964814102954924,0.00011212634843670976,2.4448060662849713e-05,1.5404812194480022,0.34747514650165,1.0
TOI-1136 c,968.0736471778304,20.186859438498992,0.00011294047545214322,1.3396903213092597e-05,1.615017216156242,0.3900669338200531,1.0
TOI-1260 b,797.7959315744145,20.86990491134148,7.82982566501886e-05,2.5518465447330067e-05,1.5691830084922567,0.5919549901718667,1.0
TOI-1422 b,794.9064396922664,14.937299358257246,0.00010099769954950754,1.7364162353686174e-05,1.1386898790427462,0.31570918443644164,1.0
TOI-1438 b,888.288448402286,18.26944741436267,0.00010584051822666151,3.548424445836951e-05,1.5486712054327951,0.639925250503973,1.0
TOI-1468 c,309.3002161642257,5.94341003273972,0.00012619599734101745,2.3713047733174162e-05,1.2628829690658885,0.4375193286656691,1.0
TOI-178 e,553.5253493881711,12.925550224020771,7.579098168844609e-05,2.039006757354218e-05,0.8365107694247788,0.23980229378715406,1.0
TOI-270 c,448.0788038258526,10.229195450758844,0.00011002165548730514,2.2963647503465982e-05,0.8877557999264404,0.19540688961110908,1.0
TOI-270 d,355.0128252545304,8.1068818515895,8.21977929904398e-05,2.047215735416402e-05,0.9119774737189861,0.23938547235771218,1.0
TOI-4438 b,398.37200521627,19.29467562934845,0.0001613511249942759,2.594130609041197e-05,0.9522394287593757,0.28939507869990977,1.0
TOI-561 c,725.5623780453545,9.465545095374008,6.784031516390105e-05,1.4520607106709892e-05,0.8592842824044099,0.21032988905510583,1.0
TOI-969 b,986.93862588902,21.183860583574,7.497196576417074e-05,2.8526470042926424e-05,0.9064191117629803,0.36808636351042917,1.0
