# Planet_Name,Equilibrium_Temperature,Uncertainty_on_Equilibrium_Temperature,Feature_Depth,Feature_Depth_Error,B_H,B_H_Error,Number_of_Transits
GJ 1214 b,518.4051724509364,7.993180029666558,0.0003177273581098372,4.135976409772302e-05,0.7940898380179209,0.11276050354452806,1.0
GJ 3090 b,633.2974086440051,16.097027491855087,0.00011354462365012756,2.1369283269362426e-05,1.1382843857452383,0.35944719742912307,1.0
HD 191939 c,546.381818815485,14.324135141391542,4.92652873005958e-05,1.142789679336271e-05,1.3009753362258702,0.3555418696251523,1.0
HD 42813 b,693.1593415499656,11.264937871977386,7.647407745471429e-05,1.1370127975970336e-05,1.741121817015646,0.3080806670471761,1.0
L 98-59 d,380.6579289272226,9.834606820421872,0.0002082338135639449,2.3740510511869848e-05,1.2951863195168414,0.18411333548860598,1.0
LHS 1140 b,206.2954597930245,3.964814102954924,0.00011212634843670976,2.4448060662849713e-05,1.811581903503576,0.40862535639688186,1.0
TOI-1136 c,968.0736471778304,20.186859438498992,0.00011294047545214322,1.3396903213092597e-05,2.319883706571482,0.5603097695733131,1.0
TOI-1260 b,797.7959315744145,20.86990491134148,7.82982566501886e-05,2.5518465447330067e-05,2.1851461289568146,0.8243195014796814,1.0
TOI-1422 b,794.9064396922664,14.937299358257246,0.00010099769954950754,1.7364162353686174e-05,1.6294822588947493,0.45178456792975485,1.0
TOI-1438 b,888.288448402286,18.26944741436267,0.00010584051822666151,3.548424445836951e-05,2.189192539665481,0.9045945836872183,1.0
TOI-1468 c,309.3002161642257,5.94341003273972,0.00012619599734101745,2.3713047733174162e-05,1.534181091383733,0.5315091719466796,1.0
TOI-178 e,553.5253493881711,12.925550224020771,7.579098168844609e-05,2.039006757354218e-05,1.1263032658983083,0.3228770226689406,1.0
TOI-270 c,448.0788038258526,10.229195450758844,0.00011002165548730514,2.2963647503465982e-05,1.138703361338159,0.25064379421372607,1.0
TOI-270 d,355.0128252545304,8.1068818515895,8.21977929904398e-05,2.047215735416402e-05,1.1273652925736033,0.2959227402645044,1.0
TOI-4438 b,398.37200521627,19.29467562934845,0.0001613511249942759,2.594130609041197e-05,1.2051697942596642,0.3662631444603428,1.0
TOI-561 c,725.5623780453545,9.465545095374008,6.784031516390105e-05,1.4520607106709892e-05,1.207030352394028,0.2954488581995251,1.0
TOI-969 b,986.93862588902,21.183860583574,7.497196576417074e-05,2.8526470042926424e-05,1.2797164017504623,0.5196780943076067,1.0
