# Planet_Name,Equilibrium_Temperature,Uncertainty_on_Equilibrium_Temperature,Feature_Depth,Feature_Depth_Error,B_H,B_H_Error,Number_of_Transits
GJ 1214 b,518.4051724509364,7.993180029666558,0.00035743903750814696,4.200067492770621e-05,0.479305145154605,0.06254150930521504,1.0
GJ 3090 b,633.2974086440051,16.097027491855087,0.00011783123171870769,2.1371292980146958e-05,0.5921692327441906,0.18461329734016688,1.0
K2-138 f,679.0198320832703,10.564120905919202,0.0005057648424710353,3.359065380504707e-05,0.6161694350115182,0.6295119139379294,1.0
K2-18 b,258.59024707677503,13.542313735145688,6.893195697105746e-05,5.888495779066252e-06,1.0944571551076965,0.3815473701445939,4.0
L 98-59 d,380.6579289272226,9.834606820421872,0.00020970682134096013,2.9202799720031102e-05,0.6805087811018151,0.11099016364809201,1.0
LHS 1140 b,206.2954597930245,3.964814102954924,0.00013029764234522533,2.4978344918279587e-05,1.1926311053037948,0.2387846249766215,1.0
TOI-1064 c,579.3909550668909,9.591301297596027,0.0001761959933865027,1.968862053136869e-05,0.5686337237670974,0.43752195712165926,1.0
TOI-1136 c,968.0736471778304,20.186859438498992,0.00011065020109787208,1.471430710278656e-05,0.9928115553670047,0.24710355190390978,1.0
TOI-1260 b,797.7959315744145,20.86990491134148,7.147478110537697e-05,6.449619634868238e-06,1.0163953227490208,0.2137603039970093,4.0
TOI-1422 b,794.9064396922664,14.937299358257246,9.59050653805769e-05,1.7726969452764437e-05,0.702481451304448,0.20051861167356094,1.0
TOI-1438 b,888.288448402286,18.26944741436267,0.0001029044775918862,3.603648357442752e-05,1.0092204125153486,0.4293365978553817,1.0
TOI-1468 c,309.3002161642257,5.94341003273972,0.00014343440087847105,2.424770852976694e-05,0.9396095282610868,0.3162639561539365,1.0
TOI-1758 b,545.6554296510881,23.83363858332177,9.835169920344687e-05,4.302981326217393e-06,0.5395816398640904,0.5046060062435538,4.0
TOI-1799 b,911.8033990403044,35.409896800441935,3.307837635154213e-05,3.912469740686536e-06,1.2711149312943084,0.6827230857831196,4.0
TOI-270 c,448.0788038258526,10.229195450758844,0.00014026377981917696,2.340064508647125e-05,0.7823129053903243,0.14150872575151524,1.0
TOI-270 d,355.0128252545304,8.1068818515895,7.670105802742768e-05,2.0858710350158966e-05,0.5664148126980865,0.1610315933145735,1.0
TOI-4438 b,398.37200521627,19.29467562934845,0.00018634715809708697,2.643214097431935e-05,0.7436117374335698,0.21886972839373584,1.0
TOI-521 b,726.3156808218597,32.165150010429485,0.00012901411678652858,5.807924618393959e-05,0.8520809206246979,0.45321707573108233,1.0
TOI-561 c,725.5623780453545,9.465545095374008,8.393475707166352e-05,1.48877761074269e-05,0.7158446401269349,0.15279838107934676,1.0
TOI-969 b,986.93862588902,21.183860583574,0.00013918162195685033,2.913777828051335e-05,1.1177238181671936,0.28267372759150755,1.0
