# Planet_Name,Equilibrium_Temperature,Uncertainty_on_Equilibrium_Temperature,Feature_Depth,Feature_Depth_Error,B_H,B_H_Error,Number_of_Transits
GJ 1214 b,518.4051724509364,7.993180029666558,0.0003827443136300672,4.200067492770621e-05,0.5132380617418647,0.0634022547579526,1.0
GJ 3090 b,633.2974086440051,16.097027491855087,8.027431525287911e-05,2.1371292980146958e-05,0.40342427876713405,0.14832332173998836,1.0
K2-138 f,679.0198320832703,10.564120905919202,0.0005036661829032811,1.3713326991473924e-05,0.6136126541292672,0.6257967696019769,6.0
L 98-59 d,380.6579289272226,9.834606820421872,0.000166621289109247,2.9202799720031102e-05,0.5406941444837013,0.10529914293911768,1.0
LHS 1140 b,206.2954597930245,3.964814102954924,0.00013621230794348162,2.4978344918279587e-05,1.2467688014507519,0.23970563260944885,1.0
TOI-1064 c,579.3909550668909,9.591301297596027,0.00015885989246282382,9.844310265684344e-06,0.5126852800234902,0.39158251664397725,4.0
TOI-1136 c,968.0736471778304,20.186859438498992,0.00010626323499687959,1.040458633284176e-05,0.9534493979117622,0.221255347515765,2.0
TOI-1260 b,797.7959315744145,20.86990491134148,5.084614363801707e-05,1.2899239269736477e-05,0.7230491898577862,0.22915987978351085,4.0
TOI-1422 b,794.9064396922664,14.937299358257246,0.00010433030189816762,1.7726969452764437e-05,0.7641942748448304,0.2109267578484472,1.0
TOI-1438 b,888.288448402286,18.26944741436267,0.00011792024703124646,1.801824178721376e-05,1.1564853458054956,0.3305395262816066,4.0
TOI-1468 c,309.3002161642257,5.94341003273972,6.986946378512724e-05,1.7145719129633093e-05,0.457700617877732,0.17424790618450078,2.0
TOI-1758 b,545.6554296510881,23.83363858332177,9.213176703584181e-05,8.605962652434786e-06,0.5054575604021045,0.47453096292419744,4.0
TOI-270 c,448.0788038258526,10.229195450758844,7.282732880080096e-05,2.340064508647125e-05,0.40619010310016995,0.13356838164915766,1.0
TOI-270 d,355.0128252545304,8.1068818515895,0.00012838514821320816,2.0858710350158966e-05,0.9480866568020035,0.17292382551028093,1.0
TOI-4438 b,398.37200521627,19.29467562934845,0.00015606791836723314,2.643214097431935e-05,0.6227835032194836,0.19215305926217036,1.0
TOI-561 c,725.5623780453545,9.465545095374008,0.00010835935489360445,1.48877761074269e-05,0.9241518783687088,0.16782248426483476,1.0
TOI-969 b,986.93862588902,21.183860583574,0.00011760341261707265,2.0603520610861088e-05,0.9444360076547925,0.21291649816845867,2.0
