# File_Name, Equilibrium_Temperature, Uncertainty_on_Equilibrium_Temperature, A_H, A_H_error, Number_of_transits
Kepler-454 b,839.0134469985376,9.911125693554713,16.565928638781926,33.0828378259257,None
Kepler-48 b,930.5708465490328,29.35909677266798,24.281737019323426,43.81648126582093,None
Kepler-48 d,447.7218758492151,14.125210106211377,nan,nan,None
Kepler-49 b,583.2154383713925,18.079286739701477,nan,nan,None
Kepler-49 c,507.79520306792375,15.752586357015314,nan,nan,None
Kepler-57 c,671.623018395416,14.45395030426373,nan,nan,None
Kepler-60 d,914.1796773677028,40.99479179170961,nan,nan,None
Kepler-79 c,718.553781094241,14.560034808448885,-6.546181480295479,27.353914543240474,None
Kepler-79 e,500.1340579164112,10.100392938267449,nan,nan,None
Kepler-80 b,647.72574901053,18.56032832235148,nan,nan,None
Kepler-80 c,585.8899845054118,16.788448644830826,nan,nan,None
Kepler-80 d,854.8840117569546,24.45066181033892,nan,nan,None
Kepler-80 e,744.1113325853721,21.355789477411893,nan,nan,None
Kepler-81 c,514.2074467484541,17.730535906312358,nan,nan,None
Kepler-83 b,520.6348493562614,17.048541930389906,nan,nan,None
Kepler-83 c,409.4289060348501,13.404682038300049,nan,nan,None
Kepler-85 b,808.8802729169331,16.495088474042507,nan,nan,None
Kepler-85 c,705.5736340537519,14.387732322236722,nan,nan,None
Kepler-92 c,775.0651213345892,14.459005603513832,nan,nan,None
Kepler-96 b,713.7773688461555,32.88909742400285,9.510962527891953,16.942519210398466,None
KOI-142 b,737.4882436372785,10.875063635758908,nan,nan,None
L 168-9 b,913.1710345691096,31.837357755946137,25.630756970823505,11.154275835337303,None
L 98-59 d,380.6579289272226,9.834606820421872,nan,nan,None
LHS 1140 b,206.2954597930245,3.964814102954924,nan,nan,None
LTT 3780 c,331.84288879236016,11.210527637806443,nan,nan,None
Ross 176 b,624.1571621828871,16.98956531144949,nan,nan,None
TOI-1064 c,579.3909550668909,9.591301297596027,nan,nan,None
TOI-1136 c,968.0736471778304,20.186859438498992,nan,nan,None
TOI-1136 e,669.2023216780261,14.537056255629471,nan,nan,None
TOI-1136 f,600.2702678051772,12.788660633447408,nan,nan,None
TOI-1136 g,523.2433477775272,11.268237230100471,nan,nan,None
TOI-1184 b,701.8031964389407,38.995930105828606,nan,nan,None
TOI-1201 b,645.0281088097277,19.35435610682537,nan,nan,None
TOI-1203 d,680.1264115355455,10.352471217551152,nan,nan,None
TOI-1244 b,699.1431819950341,34.5161081934573,10.522436591199217,14.776975541690728,None
TOI-125 b,948.85809541478,11.909987862595186,5.0208115368356845,10.585150754384577,None
TOI-125 c,757.3651565115961,9.567162101498589,-6.240098506979156,8.965932220216436,None
TOI-1260 b,797.7959315744145,20.86990491134148,nan,nan,None
TOI-1266 b,378.3861109808861,9.335681317292565,nan,nan,None
TOI-1266 c,315.5018915614036,7.840039452668463,nan,nan,None
TOI-1422 b,794.9064396922664,14.937299358257246,nan,nan,None
TOI-1437 b,766.0670837780044,62.58941965068489,nan,nan,None
TOI-1438 b,888.288448402286,18.26944741436267,6.90779876681236,13.427269204739044,None
TOI-1452 b,298.2763576302287,9.977290192631646,nan,nan,None
TOI-1468 c,309.3002161642257,5.94341003273972,nan,nan,None
TOI-1470 b,663.6342468665418,5.483351370582019,nan,nan,None
TOI-1470 c,344.1107871733754,2.2107537600817704,nan,nan,None
TOI-1634 b,826.4749531597515,22.528904600862443,-2.8755509746644936,12.366426552020668,None
TOI-1648 b,730.8234562128679,14.616692681266455,5.584404165483364,12.201431960530444,None
TOI-1695 b,637.6826905626073,12.930529007500052,23.922028423265207,15.352203770812899,None
TOI-1742 b,695.0701310144931,12.52020364522045,3.3777278836842566,14.936092234172623,None
TOI-1758 b,545.6554296510881,23.83363858332177,nan,nan,None
TOI-178 c,805.2255259396612,18.730054032257463,nan,nan,None
TOI-178 d,636.586673019081,14.945760816752662,nan,nan,None
TOI-178 e,553.5253493881711,12.925550224020771,nan,nan,None
TOI-178 f,480.5190634891546,11.19356929830822,nan,nan,None
TOI-178 g,433.7737863703845,10.154787448740388,nan,nan,None
TOI-1794 b,995.055969408052,20.07997949529483,12.887556725635784,11.502579203247798,None
TOI-1798.01,734.752868454081,28.345348090802094,2.9960882386490977,12.149733678617647,None
TOI-1799 b,911.8033990403044,35.409896800441935,nan,nan,None
TOI-1801 b,460.1460567286586,13.97985298049261,nan,nan,None
TOI-2015 b,485.8510214454358,4.28848974299215,nan,nan,None
TOI-2136 b,360.0115558965495,24.231942168684803,nan,nan,None
TOI-2345 c,497.8506103143316,7.550306075327822,nan,nan,None
TOI-244 b,418.0042178885421,17.95329177484502,nan,nan,None
TOI-2443 b,473.0489169237217,10.42344632392082,nan,nan,None
TOI-260 b,450.52638947074905,6.637479230003845,nan,nan,None
TOI-269 b,526.4313090784765,17.433350278302346,nan,nan,None
TOI-270 c,448.0788038258526,10.229195450758844,nan,nan,None
TOI-270 d,355.0128252545304,8.1068818515895,nan,nan,None
TOI-283 b,604.4391651981927,16.620669322208396,8.261238058766866,13.726921393301321,None
TOI-286 c,434.851846959705,10.95940928603983,nan,nan,None
TOI-406.01,336.8072847141977,13.892320028307992,nan,nan,None
TOI-421 b,922.6772025132932,14.287194685748435,4.886736118924582,10.025000403602496,None
TOI-431 d,584.2454707109282,13.944933480286126,nan,nan,None
TOI-4438 b,398.37200521627,19.29467562934845,nan,nan,None
TOI-521 b,726.3156808218597,32.165150010429485,9.40246377947864,11.102479175850261,None
TOI-544 b,967.5927919273252,19.21664400692021,nan,nan,None
TOI-561 c,725.5623780453545,9.465545095374008,nan,nan,None
TOI-654.01,730.3988615310762,14.15715322399491,nan,nan,None
TOI-663 b,676.3908982915506,20.55836676524316,nan,nan,None
TOI-663 c,555.7353776363408,16.776763243558232,nan,nan,None
TOI-733 b,965.3171258542084,31.482903629897915,nan,nan,None
TOI-756 b,854.3628619508708,21.597961063660392,nan,nan,None
TOI-763 b,929.4479280973952,13.1019819606498,10.466145128839212,16.843456842218533,None
TOI-763 c,716.0199303645483,10.079639174736927,nan,nan,None
TOI-776 b,475.5227667729319,11.962336237959873,nan,nan,None
TOI-776 c,384.07042548343503,9.662281284136183,nan,nan,None
TOI-815 b,627.1179431244443,12.371550522546912,nan,nan,None
TOI-836 b,797.0119179706945,28.984348867567963,0.09721124531555671,9.832796144208153,None
TOI-836 c,597.8474887989981,21.67859454285577,nan,nan,None
TOI-912 b,503.6565640230983,22.797853184373555,nan,nan,None
TOI-969 b,986.93862588902,21.183860583574,nan,nan,None
Wolf 503 b,722.8122242110129,14.57156816183017,29.629398419362705,13.55920809539466,None
