# File_Name, Equilibrium_Temperature, Uncertainty_on_Equilibrium_Temperature, A_H, A_H_error, Number_of_transits
EPIC 220674823 c,747.3158807433292,11.985641058305522,nan,nan,None
G 9-40 b,402.8970287490433,9.281289569677067,nan,nan,None
GJ 1214 b,518.4051724509364,7.993180029666558,nan,nan,None
GJ 3090 b,633.2974086440051,16.097027491855087,nan,nan,None
GJ 9827 d,618.0732934987349,23.76062587306541,nan,nan,None
HD 135694 b,741.4528208046867,26.587886204229957,nan,nan,None
HD 15337 b,913.7350635347924,15.449561413649674,-8.604781980186857,15.370342890980536,None
HD 15337 c,595.469549996449,10.070012958650654,nan,nan,None
HD 191939 c,546.381818815485,14.324135141391542,nan,nan,None
HD 191939 d,495.3015536189921,12.926390363198616,nan,nan,None
HD 23472 b,510.6824835341242,13.560362982521529,nan,nan,None
HD 23472 c,429.0808283350266,11.33816791365168,7.083424504479966,9.613835360283334,None
HD 235088 b,740.2020972302571,17.919537128864295,15.937448794571727,7.901062634669541,None
HD 28109 b,884.598005972789,19.37479195071543,23.81922446076559,18.482318882808705,None
HD 42813 b,693.1593415499656,11.264937871977386,nan,nan,None
HD 73583 c,455.17318855183214,16.491400398189125,nan,nan,None
HIP 116454 b,688.809809355346,15.64584199548517,nan,nan,None
HIP 29442 d,890.1988681965536,14.421068458772368,nan,nan,None
HIP 8152 b,796.2541155303562,15.195985522102328,-17.46062965787502,15.555364172946126,None
K2-138 d,904.0866069151292,14.073875722133884,nan,nan,None
K2-138 f,679.0198320832703,10.564120905919202,23.624884456297693,24.367885484329232,None
K2-138 g,456.549298629702,7.103548250771594,2.276582352693181,10.990579195869902,None
K2-146 b,544.625244078108,14.133711602085835,3.966715267117473,14.030175407114962,None
K2-18 b,258.59024707677503,13.542313735145688,nan,nan,None
K2-199 b,836.9731497369845,20.98397334334256,nan,nan,None
K2-222 b,796.9010375834883,21.30502916767981,-27.09041384697736,18.894446910587074,None
K2-229 c,751.3834233335698,6.821146109523831,9.446905434040486,23.632570178787198,None
K2-266 d,492.5680960713295,10.83786202589754,nan,nan,None
K2-277 b,959.0222454982054,28.55795990250857,nan,nan,None
K2-285 b,996.385356653742,24.76930184484953,-6.388876088851714,17.935403570252166,None
K2-3 b,458.3817987170992,10.967730307655827,nan,nan,None
K2-3 c,340.0930379295686,8.128371944033121,nan,nan,None
K2-32 c,579.475524728098,8.209378246628223,11.552858916677184,12.831549529159892,None
K2-32 d,502.3215589512963,7.114865819785129,nan,nan,None
K2-36 c,781.4443296604012,7.193419725242949,-3.166012897003479,9.218465612426193,None
K2-38 c,843.7421253352328,31.657928870794592,-26.93182905844192,39.69021118644175,None
K2-73 b,964.3127307539525,24.63327841878141,nan,nan,None
Kepler-102 e,540.4645538573974,12.92126388868945,18.24428058884439,15.94182343394651,None
Kepler-11 b,854.4932460381308,12.906441092918833,nan,nan,None
Kepler-11 c,788.020365887701,11.68247524885416,23.915402690204544,25.52076955242129,None
Kepler-11 d,654.7318701859027,9.450692088742953,nan,nan,None
Kepler-11 f,515.5363901210277,7.54072058527874,-29.360973686002655,27.02682708757015,None
Kepler-114 c,593.247952893981,35.30871319756513,9.554583473287355,30.706318571257583,None
Kepler-114 d,522.4437983010259,31.09449424431948,19.59109365820839,15.92005065587841,None
Kepler-128 c,848.784297522524,15.925228815229286,nan,nan,None
Kepler-138 c,410.1037820416077,7.636523422706665,nan,nan,None
Kepler-138 d,345.2798479019328,6.432906333269228,nan,nan,None
Kepler-1655 b,857.9317668028139,14.19880414170369,1.9871175912770969,28.768661603526116,None
Kepler-177 b,633.2958185996449,14.35214003026916,nan,nan,None
Kepler-19 b,778.7669559520806,12.968906051215424,nan,nan,None
Kepler-23 d,922.7951951195258,21.64334399426231,-58.94676473180424,87.10440444160399,None
Kepler-24 c,855.620998144413,22.87087578400746,nan,nan,None
Kepler-26 b,422.430545103582,17.560439986569506,nan,nan,None
Kepler-26 c,377.1942958047673,15.680785139996342,nan,nan,None
Kepler-28 b,678.1024947998193,13.270195044325083,nan,nan,None
Kepler-28 c,589.7350143260494,11.54344553827141,nan,nan,None
Kepler-289 b,574.0385441239465,7.111091257504535,nan,nan,None
Kepler-289 d,459.91525763282215,14.963290394273283,nan,nan,None
Kepler-29 b,696.8433652009023,17.549699581716084,nan,nan,None
Kepler-29 c,640.9125797956983,16.1376206757808,nan,nan,None
Kepler-305 c,728.4942179212592,64.40701276668833,nan,nan,None
Kepler-305 d,574.5888941913845,14.792532663502373,nan,nan,None
Kepler-307 b,698.1311867235428,16.154020171648607,nan,nan,None
Kepler-307 c,647.0207600274839,14.96988662444292,nan,nan,None
Kepler-36 c,946.2317423639224,15.58380940573028,-8.143864475005016,16.95130630114767,None
