# File_Name, Equilibrium_Temperature, Uncertainty_on_Equilibrium_Temperature, A_H, A_H_error, Number_of_transits
GJ 1214 b,518.4051724509364,7.993180029666558,16.735701818665163,2.0365578170957046,None
GJ 3090 b,633.2974086440051,16.097027491855087,17.48146709439206,5.683897252094036,None
GJ 9827 d,618.0732934987349,23.76062587306541,3.9226926619669875,5.920920352582153,None
HD 191939 c,546.381818815485,14.324135141391542,23.990247871985297,6.9520544668364606,None
HD 191939 d,495.3015536189921,12.926390363198616,23.368017737443655,5.841408996130274,None
HD 235088 b,740.2020972302571,17.919537128864295,13.346358226809738,8.600719436051858,None
HD 42813 b,693.1593415499656,11.264937871977386,20.00745637998972,5.544851883919458,None
K2-138 f,679.0198320832703,10.564120905919202,40.23654336149644,41.239203551642376,None
L 168-9 b,913.1710345691096,31.837357755946137,11.371925204339608,10.7431201454857,None
L 98-59 d,380.6579289272226,9.834606820421872,18.554154916085178,3.160892032428531,None
LHS 1140 b,206.2954597930245,3.964814102954924,27.848779098559007,7.223224283639906,None
LTT 3780 c,331.84288879236016,11.210527637806443,21.662526856120163,7.894146521521853,None
TOI-1064 c,579.3909550668909,9.591301297596027,16.637774712450742,13.198376552948968,None
TOI-1136 c,968.0736471778304,20.186859438498992,21.643428174226578,7.090642565191623,None
TOI-1136 f,600.2702678051772,12.788660633447408,16.09861742930075,8.21434665776809,None
TOI-1201 b,645.0281088097277,19.35435610682537,3.6851103685558635,5.993495295334458,None
TOI-125 b,948.85809541478,11.909987862595186,12.20199795130245,12.19244580591176,None
TOI-1266 b,378.3861109808861,9.335681317292565,19.16463321428525,5.49166994029471,None
TOI-1266 c,315.5018915614036,7.840039452668463,7.447156717738574,8.22821148584783,None
TOI-1438 b,888.288448402286,18.26944741436267,11.881191467447675,15.37067861355711,None
TOI-1468 c,309.3002161642257,5.94341003273972,21.058699409337255,8.324446846868069,None
TOI-1634 b,826.4749531597515,22.528904600862443,3.586228155155628,14.156284231646508,None
TOI-1758 b,545.6554296510881,23.83363858332177,14.199522858749067,14.153198314880026,None
TOI-178 d,636.586673019081,14.945760816752662,19.272022004031736,6.0388762787282175,None
TOI-178 g,433.7737863703845,10.154787448740388,14.971241494454652,5.939237151495976,None
TOI-1794 b,995.055969408052,20.07997949529483,12.710563701930656,12.63101108896505,None
TOI-2015 b,485.8510214454358,4.28848974299215,13.376479981508593,4.692122032222928,None
TOI-2136 b,360.0115558965495,24.231942168684803,21.863227333182152,12.749332858514615,None
TOI-2443 b,473.0489169237217,10.42344632392082,11.696966659054915,5.230682684106357,None
TOI-270 c,448.0788038258526,10.229195450758844,11.095029624781851,4.580531960149669,None
TOI-270 d,355.0128252545304,8.1068818515895,12.055686423560967,5.541421224396118,None
TOI-421 b,922.6772025132932,14.287194685748435,27.27603817827757,11.842868313632392,None
TOI-431 d,584.2454707109282,13.944933480286126,14.656540389687548,4.663234434422677,None
TOI-4438 b,398.37200521627,19.29467562934845,19.781727105071834,6.371186529643698,None
TOI-544 b,967.5927919273252,19.21664400692021,13.65960846977313,5.194241540086553,None
TOI-561 c,725.5623780453545,9.465545095374008,17.96720476960887,6.247383307352663,None
TOI-756 b,854.3628619508708,21.597961063660392,24.41552638787872,12.407130509695175,None
TOI-776 c,384.07042548343503,9.662281284136183,22.364739004637375,14.51171441622396,None
TOI-815 b,627.1179431244443,12.371550522546912,20.042315187901323,7.134973367586544,None
TOI-969 b,986.93862588902,21.183860583574,-6.380095010515214,8.714230810617961,None
