Wavelength_um,Transit_Depth_ppm,Error_ppm
2.8705440656200856,1890.785465426292,464.705798906283
2.871219918514831,1591.925172222228,462.45909540853705
2.871895763808353,1797.7031536775155,461.76067799860476
2.8725715630920616,1204.1590078862362,461.06546813532157
2.87324736237577,2276.3012936487876,460.37337659062615
2.8739231616594787,1187.1478515823533,459.6843846599136
2.874598972880794,1052.4598354680932,458.99845473581456
2.87527481269201,1790.866123953417,458.3155658040076
2.875950652503226,985.540151112187,457.635701743456
2.876626492314442,1019.9049748593741,456.9588606152266
2.8773023092070065,1250.8459360759946,456.2850193358763
2.8779780977695286,961.848078169039,455.6141834019723
2.8786538863320503,1943.1160302972091,454.9462845636553
2.879329674894572,1868.211995700474,454.28131858142484
2.880005450594114,1574.5580907824904,453.61926261875146
2.880681217715283,456.05712107570054,452.960104966559
2.881356984836452,1389.7381541991986,452.30379325914197
2.8820327519576208,1149.6541383910608,451.65299510602875
2.882708502945143,565.9669912388324,451.40349676842436
2.8833842486263195,857.3140274005871,451.2995268663678
2.884059994307496,1067.952310936126,451.19658480253025
2.884735739988672,2432.51371422729,451.09371042627095
2.885411437168953,774.6718354237307,450.99092295889056
2.8860871292561,1543.1436817154572,450.8881968310074
2.886762821343247,2345.738480654326,450.78553425430147
2.887438515745513,1741.8742878145508,450.682949053208
2.8881142483571396,1741.2903142938271,450.58044041680256
2.8887899809687663,1194.8399021036241,450.47799103326554
2.8894657135803925,1599.9627732940498,450.375612589806
2.8901414354738035,1505.3695633332059,450.2733021417234
2.8908171168431647,1839.0279664993295,450.17106765252777
2.891492798212526,1273.8591302811042,450.06890329289627
2.892168479581887,2100.7682107432306,449.9668155951208
2.89284415320765,1907.6225969259183,449.86479081670944
2.8935198131424595,1540.5978463405538,449.7628476886038
2.894195473077269,807.0380550769949,449.66096297139086
2.8948711330120784,1931.6018338582057,449.55916002098735
2.8955467819464173,1338.4259625821608,449.4574143488834
2.8962224204480354,1746.7857765730887,449.35575317641064
2.896898058949653,864.2105019339165,449.2541468762986
2.897573697451271,1330.4507253183078,449.1526213234536
2.8982493003188003,2130.0778402280366,449.05116861530576
2.8989248852433875,1877.774947491795,448.94978801452646
2.899600470167975,1361.4844788881162,448.851202856612
2.9002760550925624,1369.3230591751235,449.16647299909266
2.900951673109009,1793.0471318242262,450.08105929842344
2.901627298555048,1128.7600334891017,451.0052808358943
2.9023029240010874,1360.3528378884844,451.93521351525334
2.9029785494471265,1905.789003842395,452.8709192983973
2.9036541252928463,745.6564118700009,453.81149057546617
2.904329699503047,1245.9807084781282,454.61335309798693
2.905005273713248,1793.7032335682552,453.9985069078059
2.905680845361378,1532.2973395497488,453.37674918890804
2.906356398143825,1512.4389278633319,452.7575453713613
2.9070319509262723,1178.8378073573986,452.1408698606174
2.90770750370872,1166.0167291219461,451.5267111612342
2.9083830506860058,1900.1576504611587,450.9150393993793
2.909058582042059,1414.4921094921933,450.3058714304059
2.909734113398112,1361.2379214190914,449.6991514598719
2.910409644754165,2142.239214862926,449.09487289364023
2.9110851670649933,1987.0606101102026,448.4930346662984
2.9117606769960114,1692.5164509981757,447.89361153957327
2.9124361869270294,2085.7229755509047,447.29658159538354
2.9131116968580475,1840.6652783148324,446.70193128213094
2.91378718222532,178.8716564124467,446.1096612453067
2.9144626493103445,1013.9228841242283,445.51975750156015
2.915138116395369,1510.009790488483,444.93218255466167
2.9158135834803938,1516.4252987822051,444.3469251422983
2.916489079907918,2427.7016369668627,443.7639311399584
2.917164587511064,1622.124041724522,443.18323179871066
2.91784009511421,1480.1313266746545,442.6047914477723
2.9185156027173558,700.0084430055879,442.02860689658
2.9191910654984543,1365.2850863431145,441.4546977702045
2.91986652187283,1229.1212305801375,440.8830230154925
2.9205419782472055,1796.586145774091,440.313569789626
2.9212174340698627,1269.5096263447845,439.7463026312978
2.921892869023959,1063.2762079417666,439.1812385229473
2.9225683039780557,1323.9147252885543,438.61834284941347
2.9232437389321517,1899.5858428450654,438.0575999635535
2.9239191701068235,1374.4533524444523,437.49901997487825
2.924594583641999,1081.4880356289532,436.9425683882936
2.9252699971771747,796.1541167885161,436.3882311167262
2.9259454107123504,1884.6415503336566,435.83789084706024
2.9266208067380903,1229.0208164455496,435.5765752493944
2.927296166731907,2138.555281898447,435.69850296652487
2.927971526725724,1864.9020422574522,435.8230721688598
2.9286468867195405,1651.3251606822148,435.94775057091186
2.9293222660510057,1456.001379071681,436.0725326121229
2.9299976665599154,1643.8465319971247,436.197424917472
2.9306730670688252,2579.6358036718657,436.3224224560128
2.931348467577735,1545.5836477550233,436.44753979571414
2.932023835947624,2677.9749467584907,436.57275109193694
2.932699185234188,1177.5423880771584,436.6980573921608
2.9333745345207514,1581.1028453064018,436.8234805509144
2.934049883807315,1081.4411806156297,436.94901195821996
2.9347252164417026,1612.4198133744574,437.07465090841583
2.9354005443147786,2019.9425074890232,437.20038367826925
2.936075872187854,603.4831048607367,437.32623756304173
2.93675120006093,1714.0535763537293,437.45218648784356
2.9374265080692368,1571.1852340496678,437.5782545660483
2.9381018145301825,1501.7440828343858,437.7044193190264
2.938777120991128,818.916252197033,437.83069256075953
2.93945242329335,939.301303161263,437.9570871112073
2.9401276762299107,1479.614042473584,438.0835667203225
2.9408029291664715,1643.6203979426043,438.2101634343027
2.9414781821030322,1318.4951498222613,438.33686940728825
2.942153444250252,1370.6293265910583,438.46368468641305
2.942828737698878,1256.9939301564168,438.5906126087076
2.9435040311475036,1347.590009975705,438.7176503118367
2.944179324596129,1111.2466034549927,438.84479606281275
