Wavelength_um,Model_Depth,Transit_Depth,Error_ppm
2.8705440656200856,0.0016617689904190474,0.0006036548131414224,0.0004370122756981592
2.871219918514831,0.0016655402802054223,0.0014820781351625302,0.000434119016342997
2.871895763808353,0.0016642343731822612,0.0006773602965566236,0.00043305731382101294
2.8725715630920616,0.0016629285550618426,0.0017875638117483264,0.00043200588774585904
2.87324736237577,0.0016616227369414798,0.001640746362260809,0.0004309620787013488
2.8739231616594787,0.0016603169188211253,0.0017382125527592818,0.0004299258020662855
2.874598972880794,0.001659011077634283,0.0009232708141279806,0.0004288969552473105
2.87527481269201,0.0016577051812043052,0.0012974588708850655,0.0004278754153989575
2.875950652503226,0.0016563992847742901,0.0010080353253739851,0.0004268611469679356
2.876626492314442,0.0016550933883444083,0.0019135765805657376,0.0004258540571981148
2.8773023092070065,0.001653787536199212,0.0017813357346354941,0.00042485409998444033
2.8779780977695286,0.0016524817387948698,0.002609136405953338,0.0004238612078129226
2.8786538863320503,0.0016511759413906236,0.0012965545029537638,0.00042287523230740895
2.879329674894572,0.0016498701439863841,0.0018647258871102765,0.0004218967250650067
2.880005450594114,0.0016487693468969947,0.0016979358431700768,0.0004210165273479681
2.880681217715283,0.001648077985740845,0.0016733876766667963,0.00042032186297407656
2.881356984836452,0.001647386624584801,0.0025363702136990537,0.0004196318276584907
2.8820327519576208,0.0016466952634285774,0.0018389625444728487,0.0004189451814666404
2.882708502945143,0.001646003918778612,0.0023489868279944763,0.0004182619121536831
2.8833842486263195,0.0016453125795569316,0.002196420399583003,0.00041758198054473215
2.884059994307496,0.0016446212403354794,0.001439697882481598,0.0004169053550485272
2.884735739988672,0.0016439299011143844,0.0011492754293768721,0.0004162320094150886
2.885411437168953,0.0016432386115130385,0.0011350474283666756,0.00041556196905057465
2.8860871292561,0.0016425473271224126,0.0008652386825641093,0.00041489515211926996
2.886762821343247,0.0016418560427318796,0.002054324985969825,0.0004142315391750899
2.887438515745513,0.0016411647559727157,0.0016253322984270415,0.0004135710945234661
2.8881142483571396,0.0016404734301223335,0.001442190477203007,0.0004129137829484994
2.8887899809687663,0.0016391769319233148,0.001256501723200518,0.0004122616105225802
2.8894657135803925,0.0016365655533380828,0.002045859489457984,0.0004116168363902017
2.8901414354738035,0.0016339542161730696,0.0005691042999945563,0.0004109751142998699
2.8908171168431647,0.0016313430356140253,0.0023940717737810147,0.00041033643520642306
2.891492798212526,0.0016287318550549936,0.0017889083515070603,0.000409700722627651
2.892168479581887,0.0016261206744960439,0.0016984142105913582,0.00040906797457651334
2.89284415320765,0.0016235095238623677,0.0011630394889339598,0.00040843814761528686
2.8935198131424595,0.0016208984261372426,0.0016797788707287736,0.000407811234692882
2.894195473077269,0.0016182873284125428,0.0022798940750623567,0.00040718722527512076
2.8948711330120784,0.0016156762306874766,0.001711612634893081,0.00040656605585606524
2.8955467819464173,0.0016130651754743713,0.00115875142758833,0.0004059477481655992
2.8962224204480354,0.0016104541605779714,0.0017949302731337913,0.00040533226497274416
2.896898058949653,0.001607843145682204,0.0022153536813352753,0.00040472102472918184
2.897573697451271,0.0016057967173966512,0.0016313529121439756,0.00040433105786614657
2.8982493003188003,0.0016051055242843823,0.0017278947551671302,0.0004044598195509074
2.8989248852433875,0.0016044143495293765,0.002157890773342571,0.0004045921478645049
2.899600470167975,0.00160372317477415,0.0018020590935136796,0.0004047233176328629
2.9002760550925624,0.001603032000018964,0.0017599305108769833,0.00040465835554243134
2.900951673109009,0.0016023407914083933,0.0018979436798061018,0.0004043116762404427
2.901627298555048,0.001601649575196764,0.001997412565862654,0.00040396401084678586
2.9023029240010874,0.0016009583589849411,0.0020849066341908805,0.0004036172400795379
2.9029785494471265,0.001600267142773137,0.0018198791255538567,0.00040327136260375244
2.9036541252928463,0.0015995759773064834,0.0015799285265358488,0.00040292639951624367
2.904329699503047,0.0015988848135126594,0.0013788145110610415,0.00040258232012601404
2.905005273713248,0.0015981936497190949,0.0014583225316729116,0.00040223912170742526
2.905680845361378,0.0015975024885469932,0.001090157961966908,0.00040189574197817344
2.906356398143825,0.001597565895644924,0.0009020162704694259,0.0004013927647140391
2.9070319509262723,0.0015996390855885206,0.0021001642948026565,0.00040047305282734025
2.90770750370872,0.001601712275532364,0.0013851459974226052,0.000399556876967048
2.9083830506860058,0.0016037854476611308,0.001382286164116442,0.00039864695668563116
2.909058582042059,0.001605858571849859,0.0015899497954371031,0.00039774324559254504
2.909734113398112,0.0016079316960384415,0.0016291364389344075,0.0003968456399887865
2.910409644754165,0.0016100048202275328,0.0019385367097369708,0.00039595406748784
2.9110851670649933,0.0016120779166575686,0.0017761289296019643,0.0003950685003677689
2.9117606769960114,0.0016141509750956622,0.0018149669779519888,0.0003941888499857721
2.9124361869270294,0.001616224033533757,0.0013672906354554697,0.00039331504211865924
2.9131116968580475,0.0016182970919715355,0.0018550848612578078,0.0003924470102294707
2.91378718222532,0.0016203700750264296,0.0018272821008735536,0.0003915847364861287
2.9144626493103445,0.001622443001975271,0.001988313414509635,0.00039072957951561527
2.915138116395369,0.001624859881540393,0.001421061133850544,0.00039009996278066675
2.9158135834803938,0.0016283147597881704,0.0021550336693206343,0.0003901246091966642
2.916489079907918,0.0016317697881172467,0.0013503505295901653,0.00039015361760253434
2.917164587511064,0.0016352248736071762,0.0010765156300666257,0.0003901826251088152
2.91784009511421,0.001638679959097378,0.0023352760044162563,0.00039021164719801703
2.9185156027173558,0.0016421350445874254,0.0011814056112090577,0.00039024066788524204
2.9191910654984543,0.0016455899008218176,0.0014296228947312938,0.00039026969570365896
2.91986652187283,0.0016490447242869083,0.0013833443159532042,0.0003902987389272857
2.9205419782472055,0.0016524995477523255,0.0021206777710244314,0.0003903277797291257
2.9212174340698627,0.0016559543683953314,0.0018744333653201105,0.00039035682441933723
2.921892869023959,0.0016594090823001764,0.00211647065509093,0.0003903858884766629
2.9225683039780557,0.0016628637962053132,0.0017583015595358906,0.00039041494737487533
2.9232437389321517,0.0016663185101099406,0.0019071464556989833,0.00039044401560981996
2.9239191701068235,0.0016688109729254717,0.0018860471464831072,0.000390473167041751
2.924594583641999,0.0016679664180899293,0.001464638719296983,0.00039050260147827033
2.9252699971771747,0.0016671218632545806,0.0010068506233348058,0.00039053203625937996
2.9259454107123504,0.0016662773084192783,0.0012653661771215713,0.0003905614777836498
2.9266208067380903,0.001665432775477978,0.0023911649482249854,0.0003905909245330778
2.927296166731907,0.0016645882875924401,0.001448040625104579,0.000390620382248448
2.927971526725724,0.0016637437997063834,0.0012445948521505128,0.00039064984336767286
2.9286468867195405,0.0016628993118204063,0.0018078595694894404,0.00039067931113448244
2.9293222660510057,0.0016620547997542139,0.0014074260955645114,0.00039070878423748965
2.9299976665599154,0.00166121026120742,0.0008430889324632384,0.0003907382652732297
2.9306730670688252,0.0016603657226602559,0.0019639101753477894,0.00039076777079550667
2.931348467577735,0.0016595211841131086,0.0010319553620935233,0.00039079726430027114
2.932023835947624,0.0016586766857537767,0.001464694186953765,0.00039082658093922407
2.932699185234188,0.0016572831659460946,0.00126245616473771,0.00039082935549388144
2.9333745345207514,0.001653675366847571,0.0009731757873399386,0.0003907277244981387
2.934049883807315,0.001650067567749201,0.001802623519855385,0.0003906254515256177
2.9347252164417026,0.0016464598576087558,0.0022010971176809587,0.0003905232789175984
2.9354005443147786,0.0016428521729036404,0.0018377806012787557,0.00039042118804107653
2.936075872187854,0.0016392444881986477,0.0014584116756037116,0.0003903191755168362
2.93675120006093,0.0016356368034935683,0.0019283100295867275,0.0003902172436699678
2.9374265080692368,0.0016320292249085218,0.0008626183484244396,0.0003901153961983233
2.9381018145301825,0.0016284216545898122,0.0017851280789530873,0.00039001362996903775
2.938777120991128,0.0016248140842708403,0.0011128400877267652,0.000389911944149349
2.93945242329335,0.0016212065361688199,0.0014484454892394567,0.00038981033647780854
2.9401276762299107,0.001617599251783954,0.0018852489789193184,0.0003897088322768229
2.9408029291664715,0.0016139919673988138,0.001568562076973761,0.0003896064699769373
2.9414781821030322,0.0016110523733559542,0.0018960917036816942,0.0003893617369711098
2.942153444250252,0.0016113594153691646,0.0022738035749315703,0.00038844895840102305
2.942828737698878,0.0016116664716147168,0.0016631185017027825,0.0003875381108650957
2.9435040311475036,0.0016119735278608415,0.0017496578715787265,0.0003866336388313726
