Wavelength_um,Model_Depth,Transit_Depth,Error
0.8309,0.00144910008995306,0.00153412051143735,0.00029231872060950145
0.8318,0.0014375970481577275,0.0011502021393170003,0.0002601002108565294
0.8328,0.001452520093295169,0.0011347205748904227,0.0002563206079618527
0.8338,0.001450844858764844,0.001762208135664945,0.00025180994356577215
0.8348,0.0014480148007298172,0.0013976498892008117,0.00024576847678650133
0.8357,0.0014749079961103773,0.0011859774323788406,0.00024008298369586424
0.8367,0.0014642092634995839,0.0010215229317730736,0.00023651617608437252
0.8377,0.0014499702720772256,0.00147059165734749,0.00023474620574334535
0.8386,0.0014531060989223788,0.00161605282769459,0.00023369569561738977
0.8396,0.0014725278374057718,0.0017367841114914976,0.00023241479353553412
0.8406,0.0014539200856550126,0.001422312631571021,0.0002306042137007418
0.8415,0.0015000463484544705,0.0017206480069766527,0.0002289514522070141
0.8425,0.0014672337434354134,0.0013855575931501578,0.0002273543437906032
0.8435,0.001467403684368384,0.0014557200993981386,0.00022559363622651663
0.8445,0.001456815453905181,0.0010451421680625357,0.0002242262079501838
0.8454,0.001450888437866385,0.001596628251008177,0.00022432878008225062
0.8464,0.0014488052135460381,0.0011925143904264772,0.00022567915139061094
0.8474,0.0014493333771654535,0.001204855048849958,0.0002267979999918055
0.8483,0.0014577217341880464,0.0016103817962276738,0.0002290505998808507
0.8493,0.0014615440209372992,0.0016344937643459683,0.00023473505857872983
0.8503,0.0014518222436274754,0.0017041113089918626,0.00023656089180495107
0.8512,0.0014493394253412794,0.0015425715800744168,0.00022958970028421352
0.8522,0.0014561956094338144,0.0014325964255166345,0.00022218518680552763
0.8532,0.0014598748996720787,0.001643950152709329,0.00021979982621587066
0.8542,0.001466313155146004,0.0014361227482985349,0.0002199437588071407
0.8551,0.0014572906236453092,0.0014622872703233846,0.00021894380061786777
0.8561,0.0014553262075975323,0.0018270962371182348,0.00021632299586692323
0.8571,0.0014655903421342622,0.0011114279280573483,0.00021369284359688538
0.858,0.0014543556648115034,0.0017681495202917625,0.00021162820102351023
0.859,0.0014584699602888346,0.00122125677697297,0.00021002446877289342
0.86,0.0014601455740700132,0.0014582492511877893,0.00020883480539429024
0.861,0.0014477995281262886,0.0014325595566373978,0.00020823823008472178
0.8619,0.0014459999999998686,0.0011540514175575171,0.00020808432125575505
0.8629,0.0014528806949307283,0.0013318126130016463,0.00020825508789857036
0.8639,0.001450218745073079,0.0013964000882187024,0.0002094647748114277
0.8648,0.0014587062042167064,0.001552980755529761,0.00021290251813534474
0.8658,0.0014567140967210426,0.0011616966008725616,0.00021750924395920872
0.8668,0.0014572745223382542,0.0016860912232990253,0.00021888520745846476
0.8677,0.001456303885762587,0.0016476619918700702,0.00021631433159818769
0.8687,0.0014547631917967848,0.0016471841004282051,0.00021340224100090214
0.8697,0.0014552733319006751,0.0019239232971338307,0.00020954091784535612
0.8707,0.0014601936335987694,0.0013621155557697795,0.00020502582256538872
0.8716,0.001461890628984083,0.001205203532779068,0.000202087819500778
0.8726,0.0014569715045808413,0.0014993992876717272,0.0002010902169096649
0.8736,0.0014568371645985925,0.0016825630840653215,0.0002011321874963908
0.8745,0.0014611924563040868,0.0013072050870537573,0.0002005439842446413
0.8755,0.0014616685383087146,0.00108191772047862,0.00019890470263320153
0.8765,0.0014581776048490961,0.001685339070164757,0.00019759691567818133
0.8774,0.0014594537305994077,0.0013070014447365435,0.0001974588697343336
0.8784,0.0014608335549435483,0.0016297949419688323,0.00019805776284540354
0.8794,0.0014597722265116794,0.0014489663348879,0.00019836422246719007
0.8803,0.0014576082503116414,0.0012193083525548162,0.00019716960826506586
0.8813,0.0014607447495862372,0.0021375605073429833,0.00019519706547138993
