Wavelength_um,Model_Depth,Transit_Depth,Error,Num_Transits
0.8309,0.0011691000899529975,0.0011913668494535048,0.00015576860423158022,4.0
0.8318,0.0011621527108298146,0.0011813180392640254,0.00013806443520379496,4.0
0.8328,0.0011734441990553278,0.0010054251550799882,0.00013560336909686877,4.0
0.8338,0.001172229905843201,0.0010877184129055035,0.00013495385230884155,4.0
0.8348,0.0011719851992699312,0.001287634783440297,0.00013435614937637298,4.0
0.8357,0.0011939079961103538,0.0010645207115478445,0.00013182822581813067,4.0
0.8367,0.0011835077195830148,0.0011589361850416727,0.00012899809887318022,4.0
0.8377,0.0011724094606211926,0.0012081590494683687,0.00012727093991780048,4.0
0.8386,0.0011766096991276678,0.001250138780738183,0.00012634654527948302,4.0
0.8396,0.0011909788927673163,0.001017941491693928,0.00012561053947751264,4.0
0.8406,0.001174690064241248,0.0012031494792546984,0.00012477273684630103,4.0
0.8415,0.0012115910722650355,0.0012865855254616991,0.00012405839181050664,4.0
0.8425,0.0011857894715536753,0.0012116070781812856,0.00012338923065192728,4.0
0.8435,0.0011850527632764343,0.0011945510956064185,0.0001226148795638903,4.0
0.8445,0.0011769077269525618,0.0011254865185898737,0.0001220565345076524,4.0
0.8454,0.0011738326567994491,0.001054643318821485,0.00012246626275354852,4.0
0.8464,0.0011708052135460056,0.0009594217413073445,0.00012365786730692758,4.0
0.8474,0.0011713333771656723,0.001133596238596061,0.00012381170586180101,4.0
0.8483,0.001177576083867591,0.0012470097491300337,0.00012237580762220068,4.0
0.8493,0.0011795304760336093,0.0013296466255062396,0.00012127359489420616,4.0
0.8503,0.0011737288974510607,0.0011091542108043828,0.00012072690150264259,4.0
0.8512,0.0011723394253411524,0.0012104184174967657,0.00011990492470076683,4.0
0.8522,0.0011767970729557621,0.0011476329793559073,0.0001190479088822032,4.0
0.8532,0.0011798748996720873,0.0011157650986053085,0.00011893267940459205,4.0
0.8542,0.0011863131551462505,0.0011882712527947555,0.00011923496450919071,4.0
0.8551,0.001177594642082937,0.0012084914112558416,0.00011892894424024172,4.0
0.8561,0.0011766437935316891,0.0009572638458428141,0.00011774149927216935,4.0
0.8571,0.0011823480438822363,0.0011193124647899812,0.00011634512885931268,4.0
0.858,0.001174371498807545,0.0010206468947932697,0.00011528948433402937,4.0
0.859,0.001176590410610613,0.0010853294595314148,0.00011459324459544201,4.0
0.86,0.0011782322321915977,0.0011982255924211597,0.0001141209312943547,4.0
0.861,0.0011710797168757534,0.0013044530003685061,0.00011387296291331421,4.0
0.8619,0.0011700000000000417,0.0012384797904320738,0.00011375438279147607,4.0
0.8629,0.0011749147820932732,0.0012546492822935332,0.00011372164764210401,4.0
0.8639,0.0011727312470438777,0.0011098511457258565,0.00011423505942167879,4.0
0.8648,0.0011777062042166253,0.0012598148092109983,0.00011645852898407803,4.0
0.8658,0.001175999999999918,0.0011469358437378,0.00012019971649320074,4.0
0.8668,0.0011772745223382337,0.001309735688702357,0.0001217545040072378,4.0
0.8677,0.0011772025905085973,0.0014030701208849277,0.00012032618969200905,4.0
0.8687,0.0011761754611977252,0.0011920317976212213,0.00011882061148750073,4.0
0.8697,0.0011770000000001764,0.0010655973287651919,0.00011596630736673364,4.0
0.8707,0.0011804624223992427,0.0012068874212180203,0.00011243750545924441,4.0
0.8716,0.001181890628984074,0.001033098163463581,0.00011047279958785109,4.0
0.8726,0.0011780000000000135,0.0009891552744441502,0.00010985220680254355,4.0
0.8736,0.001178502298759134,0.0010582181700247812,0.00010973459984865973,4.0
0.8745,0.0011811924563040624,0.0012295184448147425,0.00010951687364779975,4.0
0.8755,0.0011813370766171336,0.0010787960283760215,0.00010905790978116242,4.0
0.8765,0.0011785888024244586,0.0012321840735968685,0.00010887785057809126,4.0
0.8774,0.0011804640126884592,0.001454031369042083,0.00010954449746064963,4.0
0.8784,0.0011814668439546685,0.0013594205718131277,0.00011096577192759588,4.0
0.8794,0.001180772226511808,0.0012125878324316009,0.00011176797140875929,4.0
0.8803,0.001179405500207783,0.0010158904108611545,0.00011023624192244999,4.0
0.8813,0.0011827447495862667,0.0010743042411157264,0.00010784517422139281,4.0
0.8823,0.0011873004289614684,0.0012476863355833526,0.00010641368720949566,4.0
0.8833,0.0011903610260035158,0.0012259702441050535,0.00010579302629153864,4.0
0.8842,0.0011882380147163222,0.0012494203228994938,0.000105408318169893,4.0
0.8852,0.0011912621206226358,0.0011165635147670418,0.00010502220488741236,4.0
0.8862,0.001196031915208394,0.0011922636852165166,0.00010465125409630269,4.0
0.8871,0.0012013229243046596,0.001186388658965885,0.00010424791335097987,4.0
0.8881,0.001208394237118659,0.0013161967537720404,0.00010381318550631908,4.0
0.8891,0.0012149067095450898,0.0010447901383845517,0.00010340273705225129,4.0
0.89,0.0012159999999997737,0.0012543937492842051,0.0001030664459150629,4.0
0.891,0.001222872220662873,0.0012442908254047327,0.00010277828340334038,4.0
0.892,0.0012258793861771142,0.0011775237913340087,0.00010258420906721355,4.0
0.893,0.0012239658010218145,0.0011938472906204724,0.00010241338749984907,4.0
0.8939,0.0012144778180351117,0.0012218136166802457,0.00010206351050934481,4.0
0.8949,0.0011971548429674562,0.001105974677495173,0.00010165328546446898,4.0
0.8959,0.00119936909609987,0.001218026699558697,0.00010138550871546734,4.0
0.8968,0.0012055192364061097,0.0012575016027953844,0.0001013340012763523,4.0
0.8978,0.0012101741581027618,0.0011543321321528693,0.00010127023848310104,4.0
0.8988,0.001229993553404877,0.001292852048768523,0.00010098716103796732,4.0
0.8998,0.001222999999999866,0.0013283180874745543,0.0001007986105856842,4.0
0.9007,0.0012226450451218284,0.0012743988801446958,0.0001012232973216117,4.0
0.9017,0.0012086695231305587,0.0013015095469648052,0.00010218552759083635,4.0
0.9027,0.001200475500786003,0.0012556763759296015,0.0001022481189421376,4.0
0.9036,0.0011973291315414052,0.0011590825940977138,0.00010087273492451928,4.0
0.9046,0.0012078308755009695,0.001304090142858247,9.951473083055566e-05,4.0
0.9056,0.0012062514369895055,0.0010268161648451638,9.888640603335696e-05,4.0
0.9065,0.0011929432174926722,0.001140171416820232,9.869565475411558e-05,4.0
0.9075,0.001194621355701289,0.0010859256708997842,9.866917721405665e-05,4.0
0.9085,0.0012023623122430769,0.0010483683676655248,9.863467139583661e-05,4.0
0.9095,0.0011905740709934605,0.001230053562053096,9.863166504443297e-05,4.0
0.9104,0.001202874351605785,0.0010445561465434084,9.85313567377637e-05,4.0
0.9114,0.0012112457157256228,0.0011206121299220176,9.814836347273562e-05,4.0
0.9124,0.0012087089413587134,0.001365176217247787,9.765189499945435e-05,4.0
0.9133,0.001213632751156437,0.0012943282877126508,9.729925785612079e-05,4.0
0.9143,0.0011964589139768739,0.0012964891635757114,9.711117442301273e-05,4.0
0.9153,0.0012008736955733004,0.0013733032406014977,9.697775292954917e-05,4.0
0.9162,0.0012053553124517038,0.0013034681689362033,9.689657945381948e-05,4.0
0.9172,0.0011945667374160724,0.0010941952255755331,9.705884797489566e-05,4.0
0.9182,0.0011910454880299597,0.0012529537679051958,9.735375999546856e-05,4.0
0.9192,0.0012204235145681496,0.0012120679019843458,9.735133406678604e-05,4.0
0.9201,0.0011783684209245805,0.001079261170247145,9.691019295685594e-05,4.0
0.9211,0.0012122178653118688,0.001153067694183728,9.658475414754001e-05,4.0
0.9221,0.0012352452195202878,0.0012846641553868308,9.663495685111395e-05,4.0
0.923,0.0011901747843105293,0.0012688425433379483,9.66716086457172e-05,4.0
0.924,0.0011824740300277106,0.0012120629984006084,9.651367084288065e-05,4.0
0.925,0.0011964728688085406,0.0012500067202422427,9.628126210381261e-05,4.0
0.9259,0.0011944910682556618,0.0012095689630891183,9.604342448461703e-05,4.0
0.9269,0.0011816533596933376,0.001150215133152336,9.587631751256633e-05,4.0
0.9279,0.0011890011330042704,0.0011158183163730844,9.582999788797183e-05,4.0
0.9288,0.001249724538459827,0.0012548913772552545,9.573488402982298e-05,4.0
0.9298,0.001229817150315766,0.0011650938947486262,9.576180661632368e-05,4.0
0.9308,0.0011854238787674537,0.0011997817081017498,9.601319406770428e-05,4.0
0.9318,0.001208676893855554,0.0013584609832027873,9.582038559265058e-05,4.0
0.9327,0.001215141906764374,0.0011022116705641262,9.50220877314461e-05,4.0
0.9337,0.0012187732379714295,0.001300160069618847,9.41018668639953e-05,4.0
0.9347,0.001214406258341978,0.0013132217364870077,9.335803473927752e-05,4.0
0.9356,0.0011857055815304388,0.0011596886835974324,9.291070540689645e-05,4.0
0.9366,0.0012098644668910264,0.0012650821333278339,9.274471082831196e-05,4.0
0.9376,0.0012474959594534372,0.001191615380308864,9.289280880690636e-05,4.0
0.9385,0.001216070600370576,0.0011213823271272025,9.336770173952122e-05,4.0
0.9395,0.0012337630296850245,0.001176581235009361,9.361997907052357e-05,4.0
0.9405,0.0012673738230398234,0.001243959318248343,9.326402909264631e-05,4.0
0.9415,0.001238323960975608,0.0011021570558958959,9.281354891891333e-05,4.0
0.9424,0.0012317012870015627,0.0013224305825697287,9.274418291793272e-05,4.0
0.9434,0.0012237140819748944,0.0013975638021467638,9.278773506706797e-05,4.0
0.9444,0.0012014811364566254,0.0013484697217863335,9.241566070670536e-05,4.0
0.9453,0.0011903713370737964,0.0012144967829047315,9.180392079644586e-05,4.0
0.9463,0.0013034470851959613,0.0012193113995056658,9.152669891156171e-05,4.0
0.9473,0.0011805391531282314,0.0012433921918821728,9.172863583472813e-05,4.0
0.9482,0.0011785554932264603,0.0011707024520810083,9.191558383855946e-05,4.0
0.9492,0.0011959592297320933,0.0012894615049413491,9.184032994388444e-05,4.0
0.9502,0.0011888176949877754,0.0012362971250368072,9.16579404485562e-05,4.0
0.9512,0.0011838017649727427,0.0010852471328535575,9.129576237810951e-05,4.0
0.9521,0.00121504181589033,0.00103198227091703,9.067574635393736e-05,4.0
0.9531,0.0012357335257286075,0.001193739118845878,9.028478787777578e-05,4.0
0.9541,0.001197935607371465,0.001165981058179237,9.048354576083664e-05,4.0
0.955,0.0011935796696265655,0.0010256672329946397,9.08514648103318e-05,4.0
0.956,0.0011989941368796548,0.001208891438213974,9.073817287031656e-05,4.0
0.957,0.001199992602750771,0.0012372446043523993,9.02244587472598e-05,4.0
0.958,0.0012266537878692038,0.001281145934957413,8.98510615061127e-05,4.0
0.9589,0.0012273921436491203,0.0012509088933233892,8.956333029389809e-05,4.0
0.9599,0.0012185603399169104,0.0011754588413892646,8.918080567720146e-05,4.0
0.9609,0.0012058494507436058,0.0012000375127719982,8.880117595023942e-05,4.0
0.9618,0.0011969999999999342,0.0011880331736209648,8.85644721575784e-05,4.0
0.9628,0.0012229623525574266,0.0012456885225902135,8.846908340239462e-05,4.0
0.9638,0.0012346412747107189,0.001268753942356012,8.847587377311502e-05,4.0
0.9647,0.0011996875167707111,0.0012714241441608965,8.848089721482708e-05,4.0
0.9657,0.0012006449136930618,0.0010860024390162667,8.841047351117069e-05,4.0
0.9667,0.0011970346058647996,0.0011659303771353728,8.8287771236104e-05,4.0
0.9677,0.0012236929733744281,0.001066185385023674,8.815221284012455e-05,4.0
0.9686,0.001237499229591892,0.0013591783170251303,8.81976927207826e-05,4.0
0.9696,0.001219295630087948,0.0011767356779436296,8.823472496154703e-05,4.0
0.9706,0.0012015101280473143,0.0012037108889070166,8.804133850571431e-05,4.0
0.9715,0.0011995967175216795,0.0011915978698419983,8.761802013579005e-05,4.0
0.9725,0.0012010000000000336,0.0012128803457308393,8.710189897799012e-05,4.0
0.9735,0.0012130377831076704,0.0011656426776883238,8.67882273641212e-05,4.0
0.9744,0.0012244610737039516,0.0012242364893965488,8.676854999470087e-05,4.0
0.9754,0.0012129100557994115,0.0011305277404108317,8.686364719801751e-05,4.0
0.9764,0.0012133736975285412,0.0012327972988666535,8.689685418343192e-05,4.0
0.9773,0.00121926842019233,0.0012953098805195764,8.675839107829572e-05,4.0
0.9783,0.0012179069702305373,0.0012353196669305426,8.667479309959527e-05,4.0
0.9793,0.0012169000998044825,0.0012126510580360423,8.682220981289532e-05,4.0
0.9803,0.0012444308610712242,0.001219872213008472,8.677752627322437e-05,4.0
0.9812,0.0012327683906296354,0.0013394863655348125,8.638742376020051e-05,4.0
0.9822,0.001229669945440981,0.0012626973779244642,8.603987632240128e-05,4.0
0.9832,0.001218369536646241,0.0012303987014880776,8.594847285091113e-05,4.0
0.9841,0.0012249759557894523,0.0013434897477224207,8.592001181670086e-05,4.0
0.9851,0.0012194769320561585,0.0012404208703163746,8.577623092561652e-05,4.0
0.9861,0.0011980980320017646,0.0011140467343973147,8.564842593087499e-05,4.0
0.987,0.0012132668154635107,0.0011552995027461464,8.567860215568893e-05,4.0
0.988,0.0012354400510028154,0.001349108229037576,8.576052186932063e-05,4.0
0.989,0.0012166259642321735,0.0012885282900470703,8.581276171079214e-05,4.0
0.99,0.001229027638984949,0.0013903613808887597,8.5658006793625e-05,4.0
0.9909,0.0012103493366112004,0.0011529898833962163,8.515384449573279e-05,4.0
0.9919,0.001195724190444979,0.0011106817747460194,8.453968971315402e-05,4.0
0.9929,0.0012122565021126304,0.0012792220411425113,8.416074935339019e-05,4.0
0.9938,0.0012262839000719303,0.0011719703371536661,8.407950266788764e-05,4.0
