Wavelength_um,Model_Depth,Transit_Depth,Error
2.8705440656200856,0.001853538518039388,0.0008679917550429325,0.0005767294929087862
2.871219918514831,0.0018396827639331963,0.001812106615487818,0.0005729119728987072
2.871895763808353,0.00182582716566033,0.0021296844975516134,0.0005707446086004717
2.8725715630920616,0.0018128725717030474,0.0013976698463005045,0.0005684839440281335
2.87324736237577,0.001800352892496505,0.0024055416510425256,0.0005662228546863153
2.8739231616594787,0.001787267940533906,0.0025386636407351373,0.0005640650828063286
2.874598972880794,0.0017756906683233798,0.002084741293664434,0.0005622820155670858
2.87527481269201,0.00176414443009095,0.0015116140426109602,0.0005605058017714701
2.875950652503226,0.0017520112841058982,0.0016958020061822,0.0005588047210075236
2.876626492314442,0.001738672735075945,0.0020056433369389968,0.0005572542545543726
2.8773023092070065,0.001722508549718572,0.001646230869425863,0.0005560005331783036
2.8779780977695286,0.0017075633019100825,0.00202267284975618,0.0005549186473860176
2.8786538863320503,0.0016940612969103565,0.0015700572091907113,0.0005539568307156269
2.879329674894572,0.0016827322619006823,0.0018238331858231906,0.0005530762150708238
2.880005450594114,0.0016758051761423087,0.0027296022246892054,0.0005522132974357893
2.880681217715283,0.0016756802024091109,0.0006507304874304551,0.0005514144227333833
2.881356984836452,0.0016822981636793397,0.00199686785611626,0.0005506653999922453
2.8820327519576208,0.0016963592796029397,0.0018259448123511698,0.0005499492560069421
2.882708502945143,0.001718653680783917,0.0030022886796094526,0.0005492427652713864
2.8833842486263195,0.0017538535726773327,0.0009909588344752403,0.0005485708725498737
2.884059994307496,0.001797167030475287,0.001867108810703294,0.0005478778911543302
2.884735739988672,0.0018251090888768585,0.0016726740413816523,0.0005471719679664182
2.885411437168953,0.0018214691857793468,0.002295531346988959,0.0005464137209489814
2.8860871292561,0.001803768823587336,0.0016131940145421482,0.0005451800489532373
2.886762821343247,0.0017878856186048604,0.001405032968517984,0.0005439990214354703
2.887438515745513,0.0017728773615873182,0.0014291187106152538,0.0005429716118170785
2.8881142483571396,0.001758411764887764,0.0015343020870464668,0.0005420766903471793
2.8887899809687663,0.0017445584767223634,0.001451544742177217,0.0005411333753750349
2.8894657135803925,0.0017313882336371638,0.0019488785205186085,0.0005400828310089431
2.8901414354738035,0.0017187574401129652,0.0013585694455598984,0.000539080219223938
2.8908171168431647,0.0017066665687386626,0.0011107880882118347,0.000538169235432038
2.891492798212526,0.0016951230373714271,0.0018006563312014516,0.0005373763742908793
2.892168479581887,0.001682818139737727,0.001450118051586367,0.000536672239817466
2.89284415320765,0.0016673329117539196,0.0015303340227590856,0.0005359586112039904
2.8935198131424595,0.0016450267361066626,0.002052977518419735,0.0005352286049452036
2.894195473077269,0.0016143827141955056,0.0019273359687245332,0.0005344743316629866
2.8948711330120784,0.0015851400290900549,0.0013922656238393987,0.0005336566904419771
2.8955467819464173,0.0015571137242927284,0.0015689722807012087,0.0005328415143243015
2.8962224204480354,0.0015301659507593309,0.001184202779366721,0.0005320581837765548
2.896898058949653,0.0015044484329475342,0.0013191478384529465,0.0005312854872428063
2.897573697451271,0.0014806204539369316,0.0017616996652735444,0.0005304243796740919
2.8982493003188003,0.0014595089879186223,0.001133658946680713,0.0005295175479000857
2.8989248852433875,0.001440550842143536,0.00122658622987826,0.0005286263126367394
2.899600470167975,0.0014241959079092197,0.0015069222240872199,0.000527782035059302
2.9002760550925624,0.0014111151064083276,0.0011974740286062836,0.0005271606755903769
2.900951673109009,0.0014026100179965182,0.0016475303177657552,0.0005266716406417694
2.901627298555048,0.0013994677692994156,0.0022027984755226084,0.0005264060593132577
2.9023029240010874,0.0014002055699710036,0.0009531775107440856,0.000526244375066179
2.9029785494471265,0.0014034206112560127,0.0020493055913131733,0.0005260271387994617
2.9036541252928463,0.0014080373026844584,0.0017599458834199535,0.0005252313308018886
2.904329699503047,0.0014144809744048993,0.0010718212339813704,0.0005245725619899017
2.905005273713248,0.0014217844386475251,0.0019030580218137015,0.0005245708118074347
2.905680845361378,0.0014297746518639688,0.0015009114807794338,0.0005251452316722495
2.906356398143825,0.0014390077195055467,0.0007765590927629511,0.0005254382440557529
2.9070319509262723,0.0014489275194096345,0.0009668862110772294,0.0005231416630761154
2.90770750370872,0.0014598345342784612,0.0020473231808793087,0.0005204624866766722
2.9083830506860058,0.0014715909008840196,0.002302186032907666,0.0005181140363756698
2.909058582042059,0.0014839012672813365,0.00028283112918406567,0.0005166428781907774
2.909734113398112,0.0014954484065736783,0.0012231830799693203,0.000515689140224577
2.910409644754165,0.0015021957500284185,0.0007907600174343609,0.0005148326024160408
2.9110851670649933,0.001507114088217492,0.0009840180128029377,0.0005140313138449464
2.9117606769960114,0.0015125704390989848,0.001255113488090268,0.0005132644755218671
2.9124361869270294,0.0015187184248193443,0.0018940287329148621,0.0005125985634316964
2.9131116968580475,0.0015254809472919084,0.0010791128937067838,0.0005121713039778047
2.91378718222532,0.001533540075972564,0.0012467179191765119,0.0005118947002378159
2.9144626493103445,0.0015433626298012395,0.0013421409161680881,0.0005117338354237327
2.915138116395369,0.0015556718249727676,0.0013237397561071732,0.0005116783763960252
2.9158135834803938,0.0015707262751798645,0.0025264515864098116,0.000511387378392964
2.916489079907918,0.001588847468799311,0.0012355384131917005,0.0005109167870361097
2.917164587511064,0.0016110923212722405,0.0014261102349746252,0.0005103617087789601
2.91784009511421,0.0016387581616740328,0.0017101020355403112,0.0005098516530404443
2.9185156027173558,0.001655015554743185,0.0014561082364791464,0.0005095008824169398
2.9191910654984543,0.0016626598263008753,0.0020761128879774344,0.0005091869148512895
