Wavelength_um,Model_Depth,Transit_Depth,Error
0.8309,0.0012040112210537756,0.0013482373437918086,0.00014070775390950208
0.8318,0.0011995694578340692,0.0012933697016755947,0.00012475556394606627
0.8328,0.0012127366096314704,0.0010816261107053646,0.00012261990819415288
0.8338,0.0012103836440736536,0.0011174836835809686,0.00012210057586268492
0.8348,0.0012109703985401735,0.0012755347052568772,0.00012159182855058628
0.8357,0.001239867105492663,0.0011808627205787802,0.00011946244498219053
0.8367,0.0012250600354577002,0.0011398621273963536,0.00011713096924589043
0.8377,0.0012114094606211238,0.00132044783784283,0.0001157481584890461
0.8386,0.0012174819989737877,0.0010114940530470198,0.00011495888932884381
0.8396,0.0012332725605975615,0.0012436363288897637,0.00011432697551512586
0.8406,0.0012136900642411832,0.0012266950722725205,0.00011365652162506097
0.8415,0.0012573562509760451,0.0014393505135299857,0.00011302557439461147
0.8425,0.0012267523194747182,0.0013562308590080257,0.00011248447400745676
0.8435,0.0012257282238223837,0.001383333186077077,0.00011200195191737163
0.8445,0.001216907726952605,0.0011965477104203055,0.00011160604102755371
0.8454,0.0012137768757327155,0.0012634681758225208,0.00011170519552533978
0.8464,0.0012096104270917,0.0011695532585121486,0.00011224506497249438
0.8474,0.001210000065748169,0.0013655951942130806,0.0001121920108020187
0.8483,0.001216860867094007,0.0011281198701370496,0.00011119985991267497
0.8493,0.0012175304760335486,0.0010475427756447065,0.00011039288540334601
0.8503,0.0012117288974508986,0.0010405074599766698,0.00010989440446301809
0.8512,0.0012110000000000118,0.0012259678724270064,0.00010925752098528753
0.8522,0.0012157970729557983,0.001288151449008953,0.0001086784250016975
0.8532,0.0012207497993443916,0.0009784006956603955,0.00010866334574249019
0.8542,0.0012280842068613592,0.0013024976095902855,0.00010888723327340742
0.8551,0.0012165946420831777,0.0013062042649799018,0.00010859341285842547
0.8561,0.0012151631037989551,0.0011361367889932768,0.0001076622889289715
0.8571,0.0012197268947562012,0.0012669162728063828,0.00010663806052429923
0.858,0.0012127746656067286,0.001144149179886727,0.00010588003953491216
0.859,0.0012145060662376072,0.001273443582621583,0.000105419176106027
0.86,0.0012159133418786247,0.0013666640329504153,0.00010512151907953158
0.861,0.0012098997640631042,0.0011466977361822021,0.00010488648244705931
0.8619,0.0012098450705717403,0.0014845065033379044,0.00010461046193855559
0.8629,0.0012139318256746896,0.001172792459803631,0.00010430875690498486
0.8639,0.0012116093725365526,0.0011147668736309804,0.00010449216286279606
0.8648,0.0012157062042167373,0.0012741110345591655,0.00010631581969551417
0.8658,0.0012142859032789391,0.0012582677918790528,0.00010973492505894927
0.8668,0.0012162745223382421,0.0011315206607132706,0.00011125762180421376
